ORF1	NAME1	ORF2	NAME2
YDR100W	TVP15	YDR501W	PLM2
YGR028W	MSP1	YGR028W	MSP1
YBR207W	FTH1	YER166W	DNF1
YGR229C	SMI1	YHR108W	GGA2
YBR241C	YBR241C	YPL087W	YDC1
YER166W	DNF1	YOR104W	PIN2
YDR264C	AKR1	YKR088C	TVP38
YHR052W	CIC1	YNL112W	DBP2
YDL123W	SNA4	YOR069W	VPS5
YKL051W	SFK1	YLR413W	YLR413W
YDR011W	SNQ2	YLL028W	TPO1
YGL172W	NUP49	YLR347C	KAP95
YDR507C	GIN4	YKR048C	NAP1
YDL222C	FMP45	YIL105C	SLM1
YLR420W	URA4	YNL088W	TOP2
YGR055W	MUP1	YLL028W	TPO1
YBR009C	HHF1	YNL031C	HHT2
YMR149W	SWP1	YPL186C	UIP4
YDR100W	TVP15	YLL048C	YBT1
YBR009C	HHF1	YNL030W	HHF2
YDL160C	DHH1	YGR178C	PBP1
YLR370C	ARC18	YNL138W	SRV2
YER021W	RPN3	YKL126W	YPK1
YGR284C	ERV29	YOR165W	SEY1
YNL138W	SRV2	YOR087W	YVC1
YGR223C	HSV2	YIL034C	CAP2
YBL017C	PEP1	YBR207W	FTH1
YHR007C	ERG11	YKR072C	SIS2
YMR261C	TPS3	YMR261C	TPS3
YGL077C	HNM1	YLR332W	MID2
YDL192W	ARF1	YDR100W	TVP15
YBL026W	LSM2	YNL016W	PUB1
YCR021C	HSP30	YHR094C	HXT1
YDL204W	RTN2	YDL204W	RTN2
YDR202C	RAV2	YKL080W	VMA5
YGL137W	SEC27	YGR229C	SMI1
YGL137W	SEC27	YPL004C	LSP1
YKL002W	DID4	YLR025W	SNF7
YDR497C	ITR1	YDR501W	PLM2
YJL151C	SNA3	YPR139C	VPS66
YGL092W	NUP145	YJR042W	NUP85
YOR316C	COT1	YOR316C	COT1
YOR027W	STI1	YOR057W	SGT1
YHR089C	GAR1	YNL255C	GIS2
YDL147W	RPN5	YOR261C	RPN8
YHR072W-A	NOP10	YJL148W	RPA34
YDR398W	UTP5	YHR196W	UTP9
YAR002C-A	ERP1	YPL186C	UIP4
YGR250C	YGR250C	YIR001C	SGN1
YLR083C	EMP70	YMR010W	YMR010W
YER112W	LSM4	YPR129W	SCD6
YHR052W	CIC1	YNL110C	NOP15
YLR332W	MID2	YNL283C	WSC2
YER145C	FTR1	YML072C	TCB3
YFL040W	YFL040W	YPR121W	THI22
YGL087C	MMS2	YNR065C	YNR065C
YDR379W	RGA2	YDR379W	RGA2
YLR350W	ORM2	YOR016C	ERP4
YCR028C-A	RIM1	YNL339C	YRF1-6
YER021W	RPN3	YGL178W	MPT5
YCR021C	HSP30	YML016C	PPZ1
YDR011W	SNQ2	YKL051W	SFK1
YDL052C	SLC1	YJL151C	SNA3
YML098W	TAF13	YPL129W	TAF14
YCR030C	SYP1	YOR181W	LAS17
YGR284C	ERV29	YIR038C	GTT1
YGR055W	MUP1	YKL051W	SFK1
YDR297W	SUR2	YLR350W	ORM2
YKL150W	MCR1	YML086C	ALO1
YLR181C	VTA1	YPR173C	VPS4
YBR207W	FTH1	YLL048C	YBT1
YKL172W	EBP2	YNL255C	GIS2
YBR234C	ARC40	YNL020C	ARK1
YMR010W	YMR010W	YNR028W	CPR8
YDR100W	TVP15	YML018C	YML018C
YHR089C	GAR1	YOR004W	UTP23
YBR241C	YBR241C	YDR264C	AKR1
YIR038C	GTT1	YJL151C	SNA3
YDR100W	TVP15	YHR094C	HXT1
YBR265W	TSC10	YJL151C	SNA3
YLL028W	TPO1	YML072C	TCB3
YGR281W	YOR1	YPR138C	MEP3
YDL160C	DHH1	YGL178W	MPT5
YNL197C	WHI3	YNR052C	POP2
YIR038C	GTT1	YML086C	ALO1
YLR370C	ARC18	YNL243W	SLA2
YEL015W	EDC3	YER112W	LSM4
YGR281W	YOR1	YOR273C	TPO4
YHR039C	MSC7	YOR054C	VHS3
YKL173W	SNU114	YOR004W	UTP23
YKR092C	SRP40	YNL112W	DBP2
YMR272C	SCS7	YOR081C	TGL5
YGR130C	YGR130C	YPL004C	LSP1
YIR037W	HYR1	YML086C	ALO1
YMR120C	ADE17	YOR327C	SNC2
YHR007C	ERG11	YMR015C	ERG5
YIL043C	CBR1	YML012W	ERV25
YHR007C	ERG11	YMR123W	PKR1
YGR037C	ACB1	YMR120C	ADE17
YCL026C-A	FRM2	YNL016W	PUB1
YDR398W	UTP5	YHR084W	STE12
YCR021C	HSP30	YPL058C	PDR12
YER020W	GPA2	YGR281W	YOR1
YDR486C	VPS60	YDR486C	VPS60
YEL051W	VMA8	YOR327C	SNC2
YML058W-A	HUG1	YPR189W	SKI3
YDL160C	DHH1	YMR080C	NAM7
YEL051W	VMA8	YGR037C	ACB1
YNR035C	ARC35	YOR181W	LAS17
YHR104W	GRE3	YHR104W	GRE3
YHL016C	DUR3	YIL105C	SLM1
YDL222C	FMP45	YPR156C	TPO3
YDL123W	SNA4	YPR036W	VMA13
YMR120C	ADE17	YNL247W	YNL247W
YGR277C	YGR277C	YPL145C	KES1
YGL077C	HNM1	YOR153W	PDR5
YDR100W	TVP15	YMR010W	YMR010W
YHR007C	ERG11	YHR094C	HXT1
YAL053W	FLC2	YMR307W	GAS1
YGR105W	VMA21	YHR007C	ERG11
YML012W	ERV25	YMR272C	SCS7
YDL047W	SIT4	YLR384C	IKI3
YDL212W	SHR3	YML016C	PPZ1
YIL027C	KRE27	YPL070W	MUK1
YBR207W	FTH1	YML018C	YML018C
YER042W	MXR1	YLR466W	YRF1-4
YGL056C	SDS23	YKL051W	SFK1
YBR207W	FTH1	YHR094C	HXT1
YBR247C	ENP1	YGR081C	SLX9
YJL178C	ATG27	YJL178C	ATG27
YKL051W	SFK1	YML072C	TCB3
YDR238C	SEC26	YGR037C	ACB1
YHR059W	FYV4	YLR275W	SMD2
YDR093W	DNF2	YLR332W	MID2
YDR434W	GPI17	YKL008C	LAC1
YDR289C	RTT103	YOL077C	BRX1
YOL147C	PEX11	YPR128C	ANT1
YDR156W	RPA14	YDR156W	RPA14
YDR047W	HEM12	YDR047W	HEM12
YHR007C	ERG11	YML016C	PPZ1
YER136W	GDI1	YOR089C	VPS21
YHR016C	YSC84	YOR181W	LAS17
YDR100W	TVP15	YDR238C	SEC26
YJL068C	YJL068C	YJL068C	YJL068C
YGL006W	PMC1	YOR316C	COT1
YLR337C	VRP1	YLR337C	VRP1
YDR497C	ITR1	YMR010W	YMR010W
YBR154C	RPB5	YLR200W	YKE2
YCR028C-A	RIM1	YPR072W	NOT5
YER136W	GDI1	YLR262C	YPT6
YGR119C	NUP57	YLR335W	NUP2
YGL077C	HNM1	YIR026C	YVH1
YBR216C	YBP1	YML007W	YAP1
YNL248C	RPA49	YPR052C	NHP6A
YDR129C	SAC6	YNL138W	SRV2
YAL041W	CDC24	YBR200W	BEM1
YKL080W	VMA5	YLR447C	VMA6
YDR264C	AKR1	YDR264C	AKR1
YDR293C	SSD1	YMR105C	PGM2
YBR106W	PHO88	YPR156C	TPO3
YGR020C	VMA7	YKL080W	VMA5
YMR072W	ABF2	YMR167W	MLH1
YAL053W	FLC2	YLR330W	CHS5
YBR207W	FTH1	YEL051W	VMA8
YMR010W	YMR010W	YOR104W	PIN2
YDR497C	ITR1	YPL058C	PDR12
YBR052C	RFS1	YGR055W	MUP1
YCR043C	YCR043C	YMR272C	SCS7
YDR541C	YDR541C	YKL008C	LAC1
YIL143C	SSL2	YJL153C	INO1
YDL212W	SHR3	YML012W	ERV25
YBR041W	FAT1	YJL151C	SNA3
YBR009C	HHF1	YLL022C	HIF1
YGR229C	SMI1	YLR332W	MID2
YLR332W	MID2	YPL004C	LSP1
YGR280C	PXR1	YMR269W	YMR269W
YDL123W	SNA4	YPL145C	KES1
YIR026C	YVH1	YOL147C	PEX11
YJL207C	YJL207C	YLR330W	CHS5
YGR060W	ERG25	YJR118C	ILM1
YJR060W	CBF1	YJR060W	CBF1
YHR007C	ERG11	YML012W	ERV25
YBR243C	ALG7	YMR300C	ADE4
YBR070C	ALG14	YGR036C	CAX4
YIL038C	NOT3	YNR052C	POP2
YGL077C	HNM1	YMR149W	SWP1
YBR106W	PHO88	YBR283C	SSH1
YBR169C	SSE2	YPL204W	HRR25
YIL121W	QDR2	YLR332W	MID2
YCR028C-A	RIM1	YLR326W	YLR326W
YCR021C	HSP30	YKR003W	OSH6
YCR043C	YCR043C	YDR100W	TVP15
YGR128C	UTP8	YMR093W	UTP15
YIL143C	SSL2	YML086C	ALO1
YGR229C	SMI1	YLR330W	CHS5
YGR060W	ERG25	YPL246C	RBD2
YHR007C	ERG11	YML120C	NDI1
YLR332W	MID2	YLR332W	MID2
YDR092W	UBC13	YGL087C	MMS2
YGR238C	KEL2	YHR158C	KEL1
YFL062W	COS4	YML012W	ERV25
YOL044W	PEX15	YOL147C	PEX11
YBR080C	SEC18	YGL137W	SEC27
YDR385W	EFT2	YNL313C	YNL313C
YPL083C	SEN54	YPR065W	ROX1
YNL182C	IPI3	YPL227C	ALG5
YBR243C	ALG7	YOR151C	RPB2
YCR030C	SYP1	YDL225W	SHS1
YJL060W	BNA3	YPL004C	LSP1
YDR060W	MAK21	YKL172W	EBP2
YDR086C	SSS1	YLR079W	SIC1
YPL246C	RBD2	YPR105C	COG4
YBR052C	RFS1	YGL056C	SDS23
YGL006W	PMC1	YJL178C	ATG27
YIL105C	SLM1	YKL051W	SFK1
YBR296C-A	YBR296C-A	YKL037W	YKL037W
YAL016W	TPD3	YOR081C	TGL5
YBR052C	RFS1	YML072C	TCB3
YIL062C	ARC15	YNL138W	SRV2
YIL124W	AYR1	YKL140W	TGL1
YBR207W	FTH1	YKR007W	MEH1
YCR021C	HSP30	YDR011W	SNQ2
YML016C	PPZ1	YNL130C	CPT1
YDR034W-B	YDR034W-B	YLL028W	TPO1
YDR166C	SEC5	YIL068C	SEC6
YGL006W	PMC1	YGR020C	VMA7
YJL061W	NUP82	YJL061W	NUP82
YMR109W	MYO5	YOR181W	LAS17
YFR010W	UBP6	YLR246W	ERF2
YLR330W	CHS5	YLR330W	CHS5
YDR501W	PLM2	YPR138C	MEP3
YGR028W	MSP1	YML086C	ALO1
YBR068C	BAP2	YJL192C	SOP4
YDR501W	PLM2	YOR273C	TPO4
YNL287W	SEC21	YPL010W	RET3
YGL077C	HNM1	YKL094W	YJU3
YOL105C	WSC3	YPL058C	PDR12
YER145C	FTR1	YPR156C	TPO3
YMR312W	ELP6	YPL101W	ELP4
YKL004W	AUR1	YNR028W	CPR8
YCL037C	SRO9	YNL255C	GIS2
YJL151C	SNA3	YMR152W	YIM1
YHR001W	OSH7	YPL058C	PDR12
YDL097C	RPN6	YOR261C	RPN8
YCR094W	CDC50	YGL203C	KEX1
YBR210W	ERV15	YGL207W	SPT16
YIR012W	SQT1	YPR016C	TIF6
YDL208W	NHP2	YGR280C	PXR1
YGR060W	ERG25	YJL117W	PHO86
YDL007W	RPT2	YOR117W	RPT5
YEL017W	GTT3	YEL017W	GTT3
YCR028C-A	RIM1	YNL288W	CAF40
YNL186W	UBP10	YNL186W	UBP10
YMR149W	SWP1	YPL227C	ALG5
YCR043C	YCR043C	YFL062W	COS4
YBR002C	RER2	YHR072W	ERG7
YHR110W	ERP5	YML012W	ERV25
YGL137W	SEC27	YJL153C	INO1
YIL027C	KRE27	YPR113W	PIS1
YLL028W	TPO1	YPR156C	TPO3
YDL035C	GPR1	YNL229C	URE2
YHR072W	ERG7	YLR144C	ACF2
YLR196W	PWP1	YMR229C	RRP5
YNL118C	DCP2	YNL288W	CAF40
YDR284C	DPP1	YGL203C	KEX1
YHR007C	ERG11	YKR003W	OSH6
YGL019W	CKB1	YOR039W	CKB2
YIL121W	QDR2	YOR153W	PDR5
YCR028C-A	RIM1	YOR147W	MDM32
YJR010C-A	SPC1	YML067C	ERV41
YHR096C	HXT5	YPR138C	MEP3
YHR007C	ERG11	YKL008C	LAC1
YML012W	ERV25	YNL130C	CPT1
YKL088W	YKL088W	YMR149W	SWP1
YFR051C	RET2	YGR284C	ERV29
YBL039W-A	YBL039W-A	YBR177C	EHT1
YGL203C	KEX1	YHL016C	DUR3
YIL062C	ARC15	YNL243W	SLA2
YAR002C-A	ERP1	YEL002C	WBP1
YKL140W	TGL1	YKL140W	TGL1
YDL007W	RPT2	YGL048C	RPT6
YMR120C	ADE17	YOR276W	CAF20
YAL026C	DRS2	YGL203C	KEX1
YFR001W	LOC1	YHR089C	GAR1
YAR002C-A	ERP1	YPL227C	ALG5
YAR002C-A	ERP1	YPR113W	PIS1
YOR153W	PDR5	YOR153W	PDR5
YFR051C	RET2	YJL151C	SNA3
YCR028C-A	RIM1	YER112W	LSM4
YBL039W-A	YBL039W-A	YHR083W	SAM35
YBR234C	ARC40	YIL143C	SSL2
YCR021C	HSP30	YML072C	TCB3
YBR234C	ARC40	YIL034C	CAP2
YBR130C	SHE3	YIL138C	TPM2
YBR256C	RIB5	YBR256C	RIB5
YDR503C	LPP1	YPL246C	RBD2
YGL137W	SEC27	YJL151C	SNA3
YCR093W	CDC39	YJR022W	LSM8
YMR300C	ADE4	YMR300C	ADE4
YDL160C	DHH1	YLR438C-A	LSM3
YGR080W	TWF1	YGR080W	TWF1
YIL135C	VHS2	YKL088W	YKL088W
YBR283C	SSH1	YLR350W	ORM2
YDL222C	FMP45	YKR100C	SKG1
YDR497C	ITR1	YGR055W	MUP1
YER112W	LSM4	YNL118C	DCP2
YNL288W	CAF40	YPR072W	NOT5
YFR001W	LOC1	YKL172W	EBP2
YDR100W	TVP15	YOL129W	VPS68
YGL048C	RPT6	YOR117W	RPT5
YLL031C	GPI13	YLR350W	ORM2
YKR097W	PCK1	YKR097W	PCK1
YMR256C	COX7	YPL117C	IDI1
YDR100W	TVP15	YDR189W	SLY1
YIL124W	AYR1	YMR149W	SWP1
YHR089C	GAR1	YLR196W	PWP1
YDL029W	ARP2	YLR337C	VRP1
YGL120C	PRP43	YNL112W	DBP2
YKL051W	SFK1	YPR156C	TPO3
YCR028C-A	RIM1	YGL077C	HNM1
YDR032C	PST2	YGR121C	MEP1
YOR042W	CUE5	YOR042W	CUE5
YLR397C	AFG2	YLR397C	AFG2
YHR052W	CIC1	YHR052W	CIC1
YLL028W	TPO1	YPL265W	DIP5
YHR098C	SFB3	YPL246C	RBD2
YPR124W	CTR1	YPR124W	CTR1
YBR052C	RFS1	YIL105C	SLM1
YHR094C	HXT1	YIR038C	GTT1
YJL178C	ATG27	YOR357C	SNX3
YGL178W	MPT5	YNL016W	PUB1
YGR200C	ELP2	YHR187W	IKI1
YER145C	FTR1	YGL203C	KEX1
YHR104W	GRE3	YML086C	ALO1
YML016C	PPZ1	YPR138C	MEP3
YIL034C	CAP2	YIR003W	YIR003W
YBR207W	FTH1	YGR163W	GTR2
YML016C	PPZ1	YOR273C	TPO4
YHR072W-A	NOP10	YHR089C	GAR1
YBR207W	FTH1	YDL123W	SNA4
YDL192W	ARF1	YPL246C	RBD2
YDL055C	PSA1	YDR238C	SEC26
YDR264C	AKR1	YJR040W	GEF1
YLL001W	DNM1	YLL001W	DNM1
YCR059C	YIH1	YGL195W	GCN1
YER136W	GDI1	YGL210W	YPT32
YGL014W	PUF4	YNL288W	CAF40
YAR002C-A	ERP1	YIL124W	AYR1
YDR092W	UBC13	YMR256C	COX7
YMR221C	YMR221C	YPR036W	VMA13
YKL172W	EBP2	YLR196W	PWP1
YDL074C	BRE1	YLR196W	PWP1
YDL212W	SHR3	YDR297W	SUR2
YBR154C	RPB5	YMR015C	ERG5
YBL056W	PTC3	YDR071C	PAA1
YIL138C	TPM2	YIL138C	TPM2
YIL033C	BCY1	YMR239C	RNT1
YBR177C	EHT1	YHR072W	ERG7
YGL137W	SEC27	YNL274C	YNL274C
YGL213C	SKI8	YHR069C	RRP4
YBR296C-A	YBR296C-A	YJR108W	ABM1
YDR170C	SEC7	YGL203C	KEX1
YGR106C	YGR106C	YOR270C	VPH1
YGR065C	VHT1	YGR130C	YGR130C
YHR001W	OSH7	YKR003W	OSH6
YDR517W	GRH1	YNL229C	URE2
YML016C	PPZ1	YOR054C	VHS3
YER020W	GPA2	YGL108C	YGL108C
YGR105W	VMA21	YOR270C	VPH1
YGR020C	VMA7	YJL151C	SNA3
YDR394W	RPT3	YOR117W	RPT5
YAL008W	FUN14	YML086C	ALO1
YIR037W	HYR1	YMR120C	ADE17
YBR106W	PHO88	YJR010C-A	SPC1
YML012W	ERV25	YOR165W	SEY1
YDR297W	SUR2	YHR007C	ERG11
YPL058C	PDR12	YPR138C	MEP3
YCR093W	CDC39	YDL224C	WHI4
YIL115C	NUP159	YMR047C	NUP116
YOR273C	TPO4	YPL058C	PDR12
YDR497C	ITR1	YML072C	TCB3
YFR024C-A	LSB3	YFR024C-A	LSB3
YDR032C	PST2	YLR326W	YLR326W
YBL102W	SFT2	YGL203C	KEX1
YGR054W	YGR054W	YKR048C	NAP1
YNR051C	BRE5	YOR204W	DED1
YGR106C	YGR106C	YNL190W	YNL190W
YGL077C	HNM1	YGR121C	MEP1
YGL055W	OLE1	YHR007C	ERG11
YER112W	LSM4	YGL014W	PUF4
YER020W	GPA2	YPL058C	PDR12
YFR001W	LOC1	YOL077C	BRX1
YIL027C	KRE27	YIL027C	KRE27
YBR154C	RPB5	YML126C	ERG13
YML018C	YML018C	YPL246C	RBD2
YGR055W	MUP1	YOL105C	WSC3
YDR394W	RPT3	YGL048C	RPT6
YGR055W	MUP1	YHR001W	OSH7
YJL061W	NUP82	YJR042W	NUP85
YCR030C	SYP1	YMR109W	MYO5
YIR037W	HYR1	YPL058C	PDR12
YEL051W	VMA8	YOR270C	VPH1
YJR117W	STE24	YML016C	PPZ1
YML086C	ALO1	YNL121C	TOM70
YDR100W	TVP15	YER157W	COG3
YGL077C	HNM1	YLR219W	MSC3
YBR241C	YBR241C	YFL048C	EMP47
YAR002C-A	ERP1	YAR002C-A	ERP1
YCR005C	CIT2	YCR005C	CIT2
YDR305C	HNT2	YDR305C	HNT2
YJL041W	NSP1	YLR335W	NUP2
YDR331W	GPI8	YHR188C	GPI16
YIR038C	GTT1	YML012W	ERV25
YHL003C	LAG1	YKL008C	LAC1
YBL056W	PTC3	YGR205W	YGR205W
YML012W	ERV25	YOR054C	VHS3
YLR196W	PWP1	YOL077C	BRX1
YDR501W	PLM2	YGR138C	TPO2
YBR177C	EHT1	YPL145C	KES1
YKL013C	ARC19	YLR337C	VRP1
YGL207W	SPT16	YLR196W	PWP1
YCL037C	SRO9	YKL054C	DEF1
YIL070C	MAM33	YLR332W	MID2
YDL222C	FMP45	YHL016C	DUR3
YEL013W	VAC8	YGL006W	PMC1
YMR010W	YMR010W	YPL246C	RBD2
YGL077C	HNM1	YLR326W	YLR326W
YBL017C	PEP1	YHR108W	GGA2
YIL033C	BCY1	YMR016C	SOK2
YJL178C	ATG27	YOR132W	VPS17
YLR172C	DPH5	YLR172C	DPH5
YPR189W	SKI3	YPR189W	SKI3
YBL068W	PRS4	YER099C	PRS2
YDR152W	GIR2	YGR173W	RBG2
YDR092W	UBC13	YMR140W	SIP5
YJR034W	PET191	YOR162C	YRR1
YMR292W	GOT1	YOR165W	SEY1
YBL033C	RIB1	YBL033C	RIB1
YGR065C	VHT1	YLR332W	MID2
YGR078C	PAC10	YML094W	GIM5
YBR255C-A	YBR255C-A	YGR014W	MSB2
YJL060W	BNA3	YJL153C	INO1
YKL120W	OAC1	YNL121C	TOM70
YML072C	TCB3	YOL105C	WSC3
YER166W	DNF1	YGR241C	YAP1802
YBR234C	ARC40	YIL095W	PRK1
YGR138C	TPO2	YHR096C	HXT5
YBR154C	RPB5	YPR052C	NHP6A
YHR001W	OSH7	YML072C	TCB3
YER068W	MOT2	YPR072W	NOT5
YDR264C	AKR1	YOL137W	BSC6
YJL020C	BBC1	YMR109W	MYO5
YDR238C	SEC26	YPL246C	RBD2
YER021W	RPN3	YMR293C	YMR293C
YLR413W	YLR413W	YPR138C	MEP3
YER112W	LSM4	YNL288W	CAF40
YGR281W	YOR1	YLR332W	MID2
YDL203C	YDL203C	YLR371W	ROM2
YML012W	ERV25	YPL246C	RBD2
YFR024C-A	LSB3	YNL106C	INP52
YML031W	NDC1	YPR113W	PIS1
YBR043C	QDR3	YPL058C	PDR12
YGL011C	SCL1	YOR362C	PRE10
YDL222C	FMP45	YER145C	FTR1
YCL021W-A	YCL021W-A	YGL133W	ITC1
YLR450W	HMG2	YML075C	HMG1
YBL029C-A	YBL029C-A	YDR032C	PST2
YER020W	GPA2	YLR413W	YLR413W
YJL148W	RPA34	YMR269W	YMR269W
YGR054W	YGR054W	YOR276W	CAF20
YBR234C	ARC40	YLR337C	VRP1
YJL041W	NSP1	YJL061W	NUP82
YDR300C	PRO1	YDR300C	PRO1
YKR003W	OSH6	YOR273C	TPO4
YJR010C-A	SPC1	YLR350W	ORM2
YGL011C	SCL1	YML092C	PRE8
YDR501W	PLM2	YFR051C	RET2
YGR138C	TPO2	YHR094C	HXT1
YDR501W	PLM2	YGL137W	SEC27
YHR007C	ERG11	YLR144C	ACF2
YGL172W	NUP49	YLR335W	NUP2
YMR149W	SWP1	YNL322C	KRE1
YCR030C	SYP1	YKL051W	SFK1
YMR250W	GAD1	YMR250W	GAD1
YER020W	GPA2	YKR003W	OSH6
YFL047W	RGD2	YFL047W	RGD2
YEL071W	DLD3	YPL004C	LSP1
YDL222C	FMP45	YLL028W	TPO1
YBL007C	SLA1	YNL243W	SLA2
YDR141C	DOP1	YGL077C	HNM1
YDR152W	GIR2	YPR106W	ISR1
YGL137W	SEC27	YLR370C	ARC18
YDR032C	PST2	YGL077C	HNM1
YLR257W	YLR257W	YLR345W	YLR345W
YBR237W	PRP5	YHR059W	FYV4
YKR014C	YPT52	YOR370C	MRS6
YMR105C	PGM2	YNR035C	ARC35
YLR291C	GCD7	YOR081C	TGL5
YIR001C	SGN1	YNL016W	PUB1
YGL206C	CHC1	YIL044C	AGE2
YDL192W	ARF1	YFR051C	RET2
YGR082W	TOM20	YML086C	ALO1
YGR055W	MUP1	YPR138C	MEP3
YKL068W	NUP100	YLR347C	KAP95
YBL017C	PEP1	YJL178C	ATG27
YKR035W-A	DID2	YKR035W-A	DID2
YCR043C	YCR043C	YPL246C	RBD2
YER021W	RPN3	YOR127W	RGA1
YGR055W	MUP1	YOR273C	TPO4
YBR112C	CYC8	YCR084C	TUP1
YJL151C	SNA3	YKL140W	TGL1
YNL007C	SIS1	YPL004C	LSP1
YDR171W	HSP42	YGL153W	PEX14
YDL019C	OSH2	YPL139C	UME1
YNL118C	DCP2	YNL118C	DCP2
YDR032C	PST2	YNL283C	WSC2
YGL195W	GCN1	YGR173W	RBG2
YHR084W	STE12	YNL248C	RPA49
YIL027C	KRE27	YJR152W	DAL5
YBR106W	PHO88	YJL192C	SOP4
YNL113W	RPC19	YPR110C	RPC40
YML018C	YML018C	YOR316C	COT1
YER020W	GPA2	YGR055W	MUP1
YHR133C	NSG1	YLR450W	HMG2
YML035C	AMD1	YML035C	AMD1
YDR331W	GPI8	YLR088W	GAA1
YDR129C	SAC6	YIL034C	CAP2
YHR094C	HXT1	YOR316C	COT1
YBR283C	SSH1	YMR272C	SCS7
YML086C	ALO1	YMR300C	ADE4
YDL055C	PSA1	YNL045W	YNL045W
YMR292W	GOT1	YPL246C	RBD2
YGR138C	TPO2	YPL058C	PDR12
YCR009C	RVS161	YMR192W	GYL1
YDL222C	FMP45	YKL051W	SFK1
YDL160C	DHH1	YGR054W	YGR054W
YBR106W	PHO88	YLR350W	ORM2
YBL042C	FUI1	YPL058C	PDR12
YEL013W	VAC8	YJL151C	SNA3
YHR012W	VPS29	YOR069W	VPS5
YDR507C	GIN4	YLR332W	MID2
YBR068C	BAP2	YDL212W	SHR3
YNL030W	HHF2	YNL031C	HHT2
YKR097W	PCK1	YML086C	ALO1
YDL208W	NHP2	YJL148W	RPA34
YNL007C	SIS1	YNL007C	SIS1
YDL065C	PEX19	YGL153W	PEX14
YDR320C	SWA2	YGL206C	CHC1
YGL084C	GUP1	YHR039C	MSC7
YFL036W	RPO41	YHR207C	SET5
YGL006W	PMC1	YPR079W	MRL1
YGL203C	KEX1	YLR083C	EMP70
YGL206C	CHC1	YOR109W	INP53
YER145C	FTR1	YHL016C	DUR3
YDL079C	MRK1	YJR070C	LIA1
YGR183C	QCR9	YOL147C	PEX11
YGL206C	CHC1	YOR327C	SNC2
YLR027C	AAT2	YLR028C	ADE16
YDR331W	GPI8	YDR434W	GPI17
YBR177C	EHT1	YHR007C	ERG11
YAL021C	CCR4	YCR093W	CDC39
YDL192W	ARF1	YJL178C	ATG27
YGR005C	TFG2	YMR140W	SIP5
YML017W	PSP2	YOR204W	DED1
YBL029C-A	YBL029C-A	YBR244W	GPX2
YGR103W	NOP7	YOR206W	NOC2
YER068W	MOT2	YNL288W	CAF40
YER063W	THO1	YNL112W	DBP2
YGL077C	HNM1	YNL283C	WSC2
YLR337C	VRP1	YLR370C	ARC18
YML072C	TCB3	YPR138C	MEP3
YML092C	PRE8	YOR362C	PRE10
YLR326W	YLR326W	YPL004C	LSP1
YML031W	NDC1	YML031W	NDC1
YML072C	TCB3	YOR273C	TPO4
YLR328W	NMA1	YLR328W	NMA1
YLL001W	DNM1	YML086C	ALO1
YGL195W	GCN1	YPR106W	ISR1
YBR207W	FTH1	YMR221C	YMR221C
YCR093W	CDC39	YKL054C	DEF1
YGL055W	OLE1	YOR273C	TPO4
YLR219W	MSC3	YLR219W	MSC3
YAL026C	DRS2	YDR170C	SEC7
YDL097C	RPN6	YDL147W	RPN5
YHL016C	DUR3	YLL028W	TPO1
YGL137W	SEC27	YMR120C	ADE17
YCL056C	YCL056C	YMR256C	COX7
YAR002C-A	ERP1	YGL001C	ERG26
YFL048C	EMP47	YGL006W	PMC1
YGL014W	PUF4	YGL014W	PUF4
YER020W	GPA2	YML072C	TCB3
YFR051C	RET2	YMR010W	YMR010W
YIR012W	SQT1	YNL067W-B	YNL067W-B
YNR053C	NOG2	YPR016C	TIF6
YGL137W	SEC27	YMR010W	YMR010W
YBR244W	GPX2	YGL077C	HNM1
YNL112W	DBP2	YNL112W	DBP2
YDL192W	ARF1	YDR264C	AKR1
YGR284C	ERV29	YIL027C	KRE27
YAL053W	FLC2	YDR032C	PST2
YDR068W	DOS2	YLR020C	YEH2
YKL004W	AUR1	YPL246C	RBD2
YIL034C	CAP2	YIL062C	ARC15
YBR283C	SSH1	YHR007C	ERG11
YER166W	DNF1	YLR330W	CHS5
YHR039C	MSC7	YMR149W	SWP1
YNL243W	SLA2	YOR181W	LAS17
YDL212W	SHR3	YPL265W	DIP5
YJL178C	ATG27	YML018C	YML018C
YGL122C	NAB2	YGL122C	NAB2
YIL027C	KRE27	YJL151C	SNA3
YGR106C	YGR106C	YLR447C	VMA6
YMR096W	SNZ1	YMR096W	SNZ1
YGR105W	VMA21	YLR447C	VMA6
YGR020C	VMA7	YGR106C	YGR106C
YAR002C-A	ERP1	YGR284C	ERV29
YER126C	NSA2	YPL211W	NIP7
YDR100W	TVP15	YGL203C	KEX1
YGR020C	VMA7	YGR105W	VMA21
YBR177C	EHT1	YHR003C	YHR003C
YFR051C	RET2	YPL057C	SUR1
YKL078W	DHR2	YNL186W	UBP10
YDR189W	SLY1	YPL246C	RBD2
YIL115C	NUP159	YJL061W	NUP82
YGR138C	TPO2	YLR413W	YLR413W
YJL192C	SOP4	YLR350W	ORM2
YGL055W	OLE1	YJR118C	ILM1
YHL016C	DUR3	YKL051W	SFK1
YKR007W	MEH1	YOR316C	COT1
YAR002C-A	ERP1	YHR039C	MSC7
YLR324W	PEX30	YLR324W	PEX30
YDR419W	RAD30	YGL064C	MRH4
YGL120C	PRP43	YGL120C	PRP43
YBL026W	LSM2	YER112W	LSM4
