"orf_name_a" "gene_name_a" "orf_name_b" "gene_name_b" "n_publications" "n_methods" "n_evidence" "Zone" "GI_PCC" "CS_PCC" "GE_PCC"
"2758" "YER155C" "BEM2" "YLR229C" "CDC42" 2 2 2 "A" 0.07557 NA 0.4226
"2759" "YER157W" "COG3" "YGL223C" "COG1" 6 6 11 "A" NA NA NA
"2760" "YER157W" "COG3" "YGR120C" "COG2" 9 10 19 "A" 0.43742 NA 0.5578
"2761" "YER157W" "COG3" "YLR026C" "SED5" 2 3 3 "C" 0.24913 NA 0.2721
"2762" "YER157W" "COG3" "YLR268W" "SEC22" 2 2 2 "B" 0.32467 NA 0.3219
"2763" "YER157W" "COG3" "YPR105C" "COG4" 4 2 4 "A" 0.38452 NA 0.6515
"2764" "YER161C" "SPT2" "YGL201C" "MCM6" 2 1 2 "C" 0.05292 NA 0.4117
"2765" "YER161C" "SPT2" "YHR166C" "CDC23" 2 2 3 "C" 0.00222 NA 0.4759
"2766" "YER162C" "RAD4" "YHL025W" "SNF6" 2 3 3 "B" 0.01005 NA NA
"2767" "YER162C" "RAD4" "YJR052W" "RAD7" 3 3 3 "A" 0.03452 0.478354786232834 NA
"2768" "YER164W" "CHD1" "YGL244W" "RTF1" 3 3 5 "A" 0.05274 0.290094210759534 0.3242
"2769" "YER165W" "PAB1" "YGL044C" "RNA15" 1 2 2 "B" 0.09292 NA 0.2143
"2770" "YER165W" "PAB1" "YGL049C" "TIF4632" 8 5 10 "A" -0.10274 NA 0.428
"2771" "YER165W" "PAB1" "YGR162W" "TIF4631" 16 6 19 "A" NA NA 0.6741
"2772" "YER165W" "PAB1" "YGR178C" "PBP1" 3 2 3 "C" NA NA 0.4667
"2773" "YER165W" "PAB1" "YGR218W" "CRM1" 3 3 4 "B" NA NA 0.4393
"2774" "YER165W" "PAB1" "YIR001C" "SGN1" 3 2 3 "C" -0.02087 NA 0.0797
"2775" "YER165W" "PAB1" "YKL025C" "PAN3" 2 3 4 "C" 0.07724 NA 0.2665
"2776" "YER166W" "DNF1" "YNL323W" "LEM3" 5 4 5 "D" 0.015 0.343646924871561 0.2971
"2777" "YER167W" "BCK2" "YGR229C" "SMI1" 2 1 2 "D" 0.07502 0.109916596225029 0.2912
"2778" "YER167W" "BCK2" "YMR043W" "MCM1" 2 2 2 "D" -0.00845 NA 0.2417
"2779" "YER171W" "RAD3" "YMR112C" "MED11" 1 2 2 "B" 0.05598 NA 0.248
"2780" "YER171W" "RAD3" "YPR025C" "CCL1" 2 3 3 "A" 0.07816 NA 0.344
"2781" "YER172C" "BRR2" "YHR165C" "PRP8" 19 11 27 "A" 0.00307 NA 0.643
"2782" "YER172C" "BRR2" "YIL061C" "SNP1" 2 2 3 "B" NA NA 0.1129
"2783" "YER172C" "BRR2" "YKR022C" "NTR2" 3 3 4 "B" NA NA NA
"2784" "YER172C" "BRR2" "YKR086W" "PRP16" 3 3 5 "C" 0.37488 NA 0.4754
"2785" "YER172C" "BRR2" "YLR310C" "CDC25" 2 2 2 "B" 0.04283 NA 0.562
"2786" "YER172C" "BRR2" "YLR323C" "CWC24" 2 3 3 "C" 0.02699 NA 0.2126
"2787" "YER172C" "BRR2" "YNR011C" "PRP2" 4 3 4 "C" 0.02416 NA 0.4298
"2788" "YER172C" "BRR2" "YOR308C" "SNU66" 8 6 11 "A" 0.01591 NA 0.3729
"2789" "YER174C" "GRX4" "YGL071W" "AFT1" 4 4 7 "D" -0.01325 NA NA
"2790" "YER174C" "GRX4" "YGR262C" "BUD32" 4 7 9 "C" -0.01489 NA 0.3825
"2791" "YER174C" "GRX4" "YHR030C" "SLT2" 1 2 2 "C" -0.0397 0.0549081983825683 -0.0309
"2792" "YER177W" "BMH1" "YER177W" "BMH1" 2 2 2 "A" NA NA NA
"2793" "YER177W" "BMH1" "YJL141C" "YAK1" 2 3 4 "C" 0.02153 0.142630400079096 0.2359
"2794" "YER177W" "BMH1" "YNL267W" "PIK1" 1 2 2 "C" -0.0219 NA 0.3223
"2795" "YER177W" "BMH1" "YOR033C" "EXO1" 1 2 2 "C" 0.00288 0.00700498589050069 0.1478
"2796" "YER179W" "DMC1" "YER179W" "DMC1" 5 3 6 "D" NA NA NA
"2797" "YER179W" "DMC1" "YPL121C" "MEI5" 2 4 4 "D" 0.01358 0.0571996365241895 0.4711
"2798" "YFL002C" "SPB4" "YKL172W" "EBP2" 3 3 4 "A" -0.03418 NA 0.7265
"2799" "YFL002C" "SPB4" "YPL043W" "NOP4" 3 4 4 "C" 0.02558 NA 0.7364
"2800" "YFL005W" "SEC4" "YFR028C" "CDC14" 1 2 2 "B" -0.08168 NA 0.0886
"2801" "YFL005W" "SEC4" "YGL198W" "YIP4" 1 2 2 "C" -0.00198 NA 0.2326
"2802" "YFL005W" "SEC4" "YGL233W" "SEC15" 5 3 6 "B" 0.48613 NA 0.2673
"2803" "YFL005W" "SEC4" "YGR009C" "SEC9" 2 2 2 "A" 0.24305 NA 0.173
"2804" "YFL005W" "SEC4" "YNL044W" "YIP3" 1 2 2 "C" 0.04829 NA 0.3708
"2805" "YFL005W" "SEC4" "YNL263C" "YIF1" 2 2 3 "C" NA NA 0.2161
"2806" "YFL005W" "SEC4" "YNL272C" "SEC2" 11 6 15 "C" 0.39631 NA 0.3011
"2807" "YFL005W" "SEC4" "YNR049C" "MSO1" 2 3 3 "C" 0.28613 NA 0.1371
"2808" "YFL005W" "SEC4" "YOR181W" "LAS17" 1 2 2 "B" 0.03484 NA 0.0392
"2809" "YFL005W" "SEC4" "YOR326W" "MYO2" 5 3 8 "B" 0.17354 NA 0.1779
"2810" "YFL005W" "SEC4" "YOR370C" "MRS6" 3 2 3 "C" 0.21377 NA 0.1126
"2811" "YFL005W" "SEC4" "YPR017C" "DSS4" 2 2 4 "C" 0.06354 NA NA
"2812" "YFL008W" "SMC1" "YFL008W" "SMC1" 2 2 2 "A" NA NA NA
"2813" "YFL008W" "SMC1" "YIL026C" "IRR1" 4 3 4 "A" 0.06234 NA 0.7265
"2814" "YFL008W" "SMC1" "YJL074C" "SMC3" 15 9 21 "A" 0.62009 NA 0.6581
"2815" "YFL008W" "SMC1" "YMR076C" "PDS5" 2 3 3 "C" 0.28694 NA 0.6789
"2816" "YFL008W" "SMC1" "YNL084C" "END3" 2 1 2 "B" -0.03116 NA 0.2666
"2817" "YFL009W" "CDC4" "YFL009W" "CDC4" 3 4 4 "A" NA NA NA
"2818" "YFL009W" "CDC4" "YJL194W" "CDC6" 8 2 8 "B" -0.02663 NA 0.1834
"2819" "YFL009W" "CDC4" "YKL159C" "RCN1" 2 1 2 "B" -0.02063 NA 0.0449
"2820" "YFL009W" "CDC4" "YLL039C" "UBI4" 1 2 2 "C" 0.08721 NA 0.2193
"2821" "YFL009W" "CDC4" "YLR079W" "SIC1" 22 6 30 "B" 0.10132 NA 0.1786
"2822" "YFL009W" "CDC4" "YOL133W" "HRT1" 7 5 8 "A" NA NA 0.2379
"2823" "YFL011W" "HXT10" "YPL240C" "HSP82" 2 2 2 "C" -0.01979 -0.0476288154107698 0.0927
"2824" "YFL013C" "IES1" "YFL039C" "ACT1" 3 4 4 "A" 0.0347 NA -0.0225
"2825" "YFL016C" "MDJ1" "YJR045C" "SSC1" 9 5 9 "C" NA NA 0.5727
"2826" "YFL017C" "GNA1" "YFL017C" "GNA1" 1 2 2 "D" NA NA NA
"2827" "YFL017W-A" "SMX2" "YOR159C" "SME1" 1 2 2 "A" NA NA 0.4648
"2828" "YFL022C" "FRS2" "YPL240C" "HSP82" 2 2 2 "C" 0.01783 NA -0.0354
"2829" "YFL023W" "BUD27" "YFL023W" "BUD27" 2 1 2 "D" NA NA NA
"2830" "YFL023W" "BUD27" "YKL073W" "LHS1" 2 2 2 "D" 0.02525 NA 0.2033
"2831" "YFL023W" "BUD27" "YKL081W" "TEF4" 2 2 3 "C" -0.08166 NA 0.1222
"2832" "YFL023W" "BUD27" "YLR200W" "YKE2" 4 4 4 "C" 0.02244 NA 0.2836
"2833" "YFL023W" "BUD27" "YNL135C" "FPR1" 1 2 2 "C" -0.01705 NA -0.0481
"2834" "YFL024C" "EPL1" "YFL039C" "ACT1" 8 5 10 "A" NA NA 0.1251
"2835" "YFL024C" "EPL1" "YGR002C" "SWC4" 10 5 11 "A" NA NA 0.4775
"2836" "YFL024C" "EPL1" "YHR090C" "YNG2" 11 6 13 "A" NA NA 0.5226
"2837" "YFL024C" "EPL1" "YHR099W" "TRA1" 9 5 10 "A" NA NA 0.2327
"2838" "YFL024C" "EPL1" "YJL081C" "ARP4" 13 4 14 "A" NA NA 0.2325
"2839" "YFL024C" "EPL1" "YJR082C" "EAF6" 4 4 5 "A" NA NA NA
"2840" "YFL024C" "EPL1" "YNL107W" "YAF9" 12 5 13 "A" NA NA 0.3649
"2841" "YFL024C" "EPL1" "YNL136W" "EAF7" 7 4 8 "A" NA NA 0.4033
"2842" "YFL024C" "EPL1" "YOR244W" "ESA1" 19 7 22 "A" NA NA 0.5491
"2843" "YFL024C" "EPL1" "YPR023C" "EAF3" 9 4 10 "A" NA NA 0.2791
"2844" "YFL026W" "STE2" "YFL026W" "STE2" 10 4 10 "D" NA NA NA
"2845" "YFL026W" "STE2" "YHR005C" "GPA1" 4 4 5 "C" NA NA NA
"2846" "YFL026W" "STE2" "YKL178C" "STE3" 1 2 2 "D" NA NA NA
"2847" "YFL026W" "STE2" "YOR212W" "STE4" 2 1 2 "C" NA NA NA
"2848" "YFL034C-B" "MOB2" "YNL161W" "CBK1" 6 5 7 "D" NA NA 0.1618
"2849" "YFL034W" "MIL1" "YHL019C" "APM2" 1 2 2 "A" 0.09518 0.694471997447969 NA
"2850" "YFL036W" "RPO41" "YMR228W" "MTF1" 8 4 8 "D" NA NA 0.3954
"2851" "YFL037W" "TUB2" "YLR045C" "STU2" 4 3 4 "B" 0.26824 NA 0.3645
"2852" "YFL037W" "TUB2" "YML085C" "TUB1" 9 5 10 "A" NA NA 0.7856
"2853" "YFL037W" "TUB2" "YOR265W" "RBL2" 6 3 6 "C" 0.05198 NA 0.1312
"2854" "YFL037W" "TUB2" "YPL253C" "VIK1" 1 2 2 "B" 0.21213 NA NA
"2855" "YFL037W" "TUB2" "YPR141C" "KAR3" 2 2 3 "C" 0.16012 NA 0.2963
"2856" "YFL038C" "YPT1" "YGL161C" "YIP5" 2 1 2 "C" 0.03049 NA NA
"2857" "YFL038C" "YPT1" "YGL198W" "YIP4" 2 2 3 "C" 0.00606 NA 0.227
"2858" "YFL038C" "YPT1" "YGR172C" "YIP1" 4 3 5 "C" 0.12971 NA 0.0367
"2859" "YFL038C" "YPT1" "YKR068C" "BET3" 2 2 2 "B" 0.42824 NA 0.4618
"2860" "YFL038C" "YPT1" "YNL044W" "YIP3" 1 2 2 "C" -0.01437 NA 0.3609
"2861" "YFL038C" "YPT1" "YNL263C" "YIF1" 3 2 4 "C" NA NA 0.2338
"2862" "YFL038C" "YPT1" "YOR370C" "MRS6" 3 3 4 "C" 0.4022 NA 0.1373
"2863" "YFL038C" "YPT1" "YPR049C" "ATG11" 2 2 3 "B" -0.0101 NA 0.0442
"2864" "YFL038C" "YPT1" "YPR176C" "BET2" 2 2 2 "C" 0.17478 NA 0.4044
"2865" "YFL039C" "ACT1" "YFL039C" "ACT1" 14 5 15 "A" NA NA NA
"2866" "YFL039C" "ACT1" "YGL150C" "INO80" 16 6 20 "A" -0.0122 NA 0.4003
"2867" "YFL039C" "ACT1" "YGR002C" "SWC4" 4 6 6 "A" -0.01002 NA -0.0343
"2868" "YFL039C" "ACT1" "YJL008C" "CCT8" 2 2 2 "B" 0.32735 NA 0.4628
"2869" "YFL039C" "ACT1" "YJL081C" "ARP4" 7 8 12 "A" 0.06134 NA 0.3068
"2870" "YFL039C" "ACT1" "YJL111W" "CCT7" 2 2 2 "B" -0.01302 NA 0.4714
"2871" "YFL039C" "ACT1" "YJR064W" "CCT5" 2 2 2 "B" 0.35268 NA 0.323
"2872" "YFL039C" "ACT1" "YLL050C" "COF1" 18 5 18 "C" 0.10054 NA 0.4476
"2873" "YFL039C" "ACT1" "YLR052W" "IES3" 3 4 4 "A" 0.04031 NA NA
"2874" "YFL039C" "ACT1" "YLR085C" "ARP6" 2 3 3 "A" -0.01613 NA 0.1993
"2875" "YFL039C" "ACT1" "YLR319C" "BUD6" 3 2 3 "B" 0.18485 NA 0.166
"2876" "YFL039C" "ACT1" "YLR337C" "VRP1" 3 3 5 "B" 0.17269 NA 0.2077
"2877" "YFL039C" "ACT1" "YLR385C" "SWC7" 2 3 3 "A" -0.028 NA -0.0917
"2878" "YFL039C" "ACT1" "YLR399C" "BDF1" 3 4 5 "A" 0.03123 NA 0.0735
"2879" "YFL039C" "ACT1" "YLR429W" "CRN1" 3 4 4 "B" 0.0753 NA 0.3198
"2880" "YFL039C" "ACT1" "YML041C" "VPS71" 3 4 4 "A" 0.00036 NA 0.1295
"2881" "YFL039C" "ACT1" "YMR092C" "AIP1" 5 2 5 "C" 0.12175 NA 0.4785
"2882" "YFL039C" "ACT1" "YMR109W" "MYO5" 1 2 2 "C" 0.21093 NA 0.437
"2883" "YFL039C" "ACT1" "YNL059C" "ARP5" 4 4 5 "A" NA NA 0.2563
"2884" "YFL039C" "ACT1" "YNL107W" "YAF9" 5 6 7 "A" 0.09218 NA -0.0939
"2885" "YFL039C" "ACT1" "YNL138W" "SRV2" 8 3 8 "C" 0.17272 NA 0.5352
"2886" "YFL039C" "ACT1" "YNL215W" "IES2" 4 4 5 "A" -0.05149 NA 0.1002
"2887" "YFL039C" "ACT1" "YNL271C" "BNI1" 4 3 4 "B" 0.28 NA NA
"2888" "YFL039C" "ACT1" "YNR031C" "SSK2" 1 2 2 "B" -0.04673 NA 0.3492
"2889" "YFL039C" "ACT1" "YOR122C" "PFY1" 10 5 10 "C" 0.20525 NA 0.6591
"2890" "YFL039C" "ACT1" "YOR141C" "ARP8" 6 7 9 "A" NA NA 0.2903
"2891" "YFL039C" "ACT1" "YOR181W" "LAS17" 10 5 13 "B" 0.14427 NA 0.1903
"2892" "YFL039C" "ACT1" "YOR189W" "IES4" 4 5 6 "A" 0.01811 NA NA
"2893" "YFL039C" "ACT1" "YPL129W" "TAF14" 4 4 5 "A" 0.04823 NA 0.3308
"2894" "YFL039C" "ACT1" "YPL235W" "RVB2" 6 5 9 "A" 0.01686 NA 0.373
"2895" "YFL039C" "ACT1" "YPL240C" "HSP82" 4 2 5 "B" 0.03095 NA 0.2244
"2896" "YFL044C" "OTU1" "YKL213C" "DOA1" 1 2 2 "D" 0.09966 0.237901797719167 0.299
"2897" "YFL044C" "OTU1" "YLL039C" "UBI4" 3 3 4 "D" 0.07053 0.186022928648228 0.4386
"2898" "YFL048C" "EMP47" "YFL048C" "EMP47" 3 3 3 "D" NA NA NA
"2899" "YFL048C" "EMP47" "YLR080W" "EMP46" 6 5 6 "D" 0.04085 -0.0858969662262938 NA
"2900" "YFL049W" "SWP82" "YHL025W" "SNF6" 3 2 4 "A" 0.11641 NA NA
"2901" "YFR001W" "LOC1" "YFR001W" "LOC1" 1 3 3 "D" NA NA NA
"2902" "YFR001W" "LOC1" "YGL029W" "CGR1" 1 2 2 "D" NA NA 0.743
"2903" "YFR001W" "LOC1" "YGL120C" "PRP43" 1 3 3 "C" -0.02282 NA 0.5253
"2904" "YFR001W" "LOC1" "YGR159C" "NSR1" 1 2 2 "D" NA NA 0.5137
"2905" "YFR001W" "LOC1" "YIL031W" "ULP2" 2 2 2 "D" NA NA NA
"2906" "YFR001W" "LOC1" "YKL082C" "RRP14" 2 4 4 "D" 0.08451 NA 0.704
"2907" "YFR001W" "LOC1" "YKL172W" "EBP2" 3 4 5 "C" -0.04303 NA 0.7517
"2908" "YFR001W" "LOC1" "YKR024C" "DBP7" 1 2 2 "D" 0.02187 NA 0.5417
"2909" "YFR001W" "LOC1" "YLL008W" "DRS1" 1 3 3 "C" 0.09082 NA 0.6098
"2910" "YFR001W" "LOC1" "YLR449W" "FPR4" 1 2 2 "C" -0.03475 NA 0.5417
"2911" "YFR001W" "LOC1" "YML074C" "FPR3" 1 3 3 "D" -0.02973 NA 0.2946
"2912" "YFR001W" "LOC1" "YMR290C" "HAS1" 2 4 4 "C" 0.01724 NA 0.4716
"2913" "YFR001W" "LOC1" "YNR038W" "DBP6" 1 2 2 "C" 0.12128 NA 0.5383
"2914" "YFR001W" "LOC1" "YOL041C" "NOP12" 1 3 3 "D" 0.15635 NA 0.7003
"2915" "YFR001W" "LOC1" "YOL077C" "BRX1" 2 2 2 "C" 0.0375 NA NA
"2916" "YFR001W" "LOC1" "YOR206W" "NOC2" 1 3 3 "C" NA NA 0.6692
"2917" "YFR001W" "LOC1" "YOR252W" "TMA16" 1 2 2 "D" 0.00946 NA NA
"2918" "YFR001W" "LOC1" "YPL012W" "RRP12" 1 3 3 "C" -0.02214 NA 0.6589
"2919" "YFR001W" "LOC1" "YPL043W" "NOP4" 1 3 3 "D" 0.11483 NA 0.6906
"2920" "YFR001W" "LOC1" "YPL093W" "NOG1" 1 2 2 "C" 0.11714 NA 0.5969
"2921" "YFR001W" "LOC1" "YPL146C" "NOP53" 1 3 3 "D" -0.02997 NA 0.7306
"2922" "YFR002W" "NIC96" "YGR119C" "NUP57" 9 4 9 "A" NA NA 0.6616
"2923" "YFR002W" "NIC96" "YJL039C" "NUP192" 3 3 3 "A" NA NA 0.6639
"2924" "YFR002W" "NIC96" "YJL041W" "NSP1" 8 4 9 "A" NA NA 0.4781
"2925" "YFR002W" "NIC96" "YML103C" "NUP188" 4 3 4 "A" NA NA 0.6899
"2926" "YFR002W" "NIC96" "YMR153W" "NUP53" 6 4 7 "A" NA NA NA
"2927" "YFR002W" "NIC96" "YMR308C" "PSE1" 1 2 2 "B" NA NA 0.6614
"2928" "YFR003C" "YPI1" "YKL193C" "SDS22" 2 4 4 "D" 0.19287 NA 0.542
"2929" "YFR003C" "YPI1" "YML016C" "PPZ1" 4 4 4 "D" 0.04404 NA 0.1061
"2930" "YFR004W" "RPN11" "YFR004W" "RPN11" 4 3 4 "A" NA NA NA
"2931" "YFR004W" "RPN11" "YIR011C" "STS1" 2 2 2 "C" 0.23694 NA 0.4799
"2932" "YFR004W" "RPN11" "YLL039C" "UBI4" 8 3 9 "C" 0.10025 NA 0.4806
"2933" "YFR004W" "RPN11" "YOR261C" "RPN8" 31 8 32 "A" 0.51946 NA 0.7315
"2934" "YFR008W" "FAR7" "YMR029C" "FAR8" 2 2 2 "A" 0.27365 0.305921817014355 0.4734
"2935" "YFR008W" "FAR7" "YMR052W" "FAR3" 3 3 4 "A" 0.33641 0.590678992797616 0.458
"2936" "YFR009W" "GCN20" "YGL195W" "GCN1" 3 3 5 "A" 0.41129 NA 0.6604
"2937" "YFR010W" "UBP6" "YHR027C" "RPN1" 7 4 7 "B" 0.19017 NA 0.5937
"2938" "YFR010W" "UBP6" "YLL039C" "UBI4" 4 4 6 "C" 0.18476 0.51834959392601 0.5734
"2939" "YFR015C" "GSY1" "YFR015C" "GSY1" 2 1 2 "D" NA NA NA
"2940" "YFR015C" "GSY1" "YLR258W" "GSY2" 2 2 2 "D" 0.02734 0.177010841147139 0.6464
"2941" "YFR019W" "FAB1" "YLR386W" "VAC14" 4 5 5 "D" 0.34663 NA NA
"2942" "YFR021W" "ATG18" "YNL242W" "ATG2" 9 4 11 "D" 0.07141 -0.0344576704534897 0.4495
"2943" "YFR024C-A" "LSB3" "YFR024C-A" "LSB3" 2 2 2 "D" NA NA NA
"2944" "YFR024C-A" "LSB3" "YGL060W" "YBP2" 2 2 2 "D" 0.02849 -0.0393264409809104 NA
"2945" "YFR024C-A" "LSB3" "YGL144C" "ROG1" 2 2 2 "D" 0.03407 0.0897063822721756 NA
"2946" "YFR024C-A" "LSB3" "YGL181W" "GTS1" 3 3 4 "D" 0.02755 0.0907322571757162 NA
"2947" "YFR024C-A" "LSB3" "YGR218W" "CRM1" 2 2 2 "C" -0.00618 NA NA
"2948" "YFR024C-A" "LSB3" "YGR241C" "YAP1802" 2 2 2 "D" 0.03344 0.215495064229529 NA
"2949" "YFR024C-A" "LSB3" "YGR268C" "HUA1" 3 3 4 "D" -0.0527 -0.000434646152447446 NA
"2950" "YFR024C-A" "LSB3" "YHL027W" "RIM101" 2 1 2 "C" 0.03165 -0.0511313361392559 NA
"2951" "YFR024C-A" "LSB3" "YHR182W" "" 2 1 2 "D" 0.03228 -0.0118866143150663 NA
"2952" "YFR024C-A" "LSB3" "YIL156W" "UBP7" 2 2 2 "D" 0.02033 0.133209168290913 NA
"2953" "YFR024C-A" "LSB3" "YIR003W" "AIM21" 2 1 2 "C" 0.01373 0.0132284078764189 NA
"2954" "YFR024C-A" "LSB3" "YJL194W" "CDC6" 2 2 2 "C" 0.05362 NA NA
"2955" "YFR024C-A" "LSB3" "YJR083C" "ACF4" 3 4 4 "D" -0.03476 -0.0894735774721471 NA
"2956" "YFR024C-A" "LSB3" "YLR144C" "ACF2" 3 3 5 "D" 0.04671 -0.0245584017588794 NA
"2957" "YFR024C-A" "LSB3" "YMR192W" "GYL1" 3 4 5 "D" -0.02125 0.171651363673297 NA
"2958" "YFR024C-A" "LSB3" "YNL047C" "SLM2" 2 1 2 "C" 0.01945 0.0543501853063433 NA
"2959" "YFR024C-A" "LSB3" "YNL094W" "APP1" 3 3 5 "D" 0.0549 -0.106104590305612 NA
"2960" "YFR024C-A" "LSB3" "YOR042W" "CUE5" 3 3 4 "D" 0.06426 -0.0492402373082949 NA
"2961" "YFR024C-A" "LSB3" "YOR181W" "LAS17" 5 7 9 "C" -0.02349 NA NA
"2962" "YFR024C-A" "LSB3" "YPL249C" "GYP5" 2 2 3 "D" 0.05248 0.334800819490483 NA
"2963" "YFR024C-A" "LSB3" "YPR055W" "SEC8" 2 2 3 "C" 0.01413 NA NA
"2964" "YFR024C-A" "LSB3" "YPR171W" "BSP1" 3 3 5 "C" -0.0106 0.0105426734422473 NA
"2965" "YFR027W" "ECO1" "YJL019W" "MPS3" 2 4 4 "D" NA NA 0.2421
"2966" "YFR027W" "ECO1" "YLR320W" "MMS22" 1 2 2 "C" 0.01585 NA 0.2928
"2967" "YFR028C" "CDC14" "YFR028C" "CDC14" 5 4 7 "A" NA NA NA
"2968" "YFR028C" "CDC14" "YHR061C" "GIC1" 1 2 2 "B" -0.01581 NA NA
"2969" "YFR028C" "CDC14" "YHR118C" "ORC6" 3 5 6 "B" 0.113 NA 0.3068
"2970" "YFR028C" "CDC14" "YJL076W" "NET1" 21 7 25 "A" NA NA 0.4921
"2971" "YFR028C" "CDC14" "YJR053W" "BFA1" 4 5 6 "C" -0.03503 NA 0.1983
"2972" "YFR028C" "CDC14" "YKR010C" "TOF2" 5 4 6 "C" 0.00079 NA NA
"2973" "YFR028C" "CDC14" "YLL003W" "SFI1" 2 3 3 "C" NA NA 0.2223
"2974" "YFR028C" "CDC14" "YLR079W" "SIC1" 4 5 5 "B" 0.12135 NA 0.2247
"2975" "YFR028C" "CDC14" "YLR182W" "SWI6" 3 3 3 "C" 0.05213 NA 0.3076
"2976" "YFR028C" "CDC14" "YML064C" "TEM1" 1 2 2 "C" 0.0449 NA 0.4635
"2977" "YFR028C" "CDC14" "YMR270C" "RRN9" 2 2 2 "B" NA NA 0.4136
"2978" "YFR028C" "CDC14" "YMR308C" "PSE1" 2 3 3 "B" NA NA 0.4829
"2979" "YFR028C" "CDC14" "YNL152W" "INN1" 2 4 4 "C" NA NA 0.5649
"2980" "YFR028C" "CDC14" "YNL161W" "CBK1" 3 3 4 "C" NA NA 0.1752
"2981" "YFR028C" "CDC14" "YOR058C" "ASE1" 1 2 2 "C" -0.05051 NA 0.2994
"2982" "YFR029W" "PTR3" "YFR029W" "PTR3" 3 2 3 "D" NA NA NA
"2983" "YFR029W" "PTR3" "YJL156C" "SSY5" 2 2 2 "D" NA NA NA
"2984" "YFR031C" "SMC2" "YIL144W" "NDC80" 1 2 2 "B" NA NA 0.4306
"2985" "YFR031C" "SMC2" "YJL074C" "SMC3" 2 2 2 "B" -0.03076 NA 0.4905
"2986" "YFR031C" "SMC2" "YLR086W" "SMC4" 4 4 5 "A" 0.09966 NA 0.462
"2987" "YFR034C" "PHO4" "YFR034C" "PHO4" 3 3 3 "D" NA NA NA
"2988" "YFR034C" "PHO4" "YMR308C" "PSE1" 3 2 4 "C" 0.01752 NA NA
"2989" "YFR034C" "PHO4" "YOL001W" "PHO80" 6 3 7 "C" 0.01541 -0.144120950467103 NA
"2990" "YFR034C" "PHO4" "YOL108C" "INO4" 1 2 2 "D" -0.04007 0.0125071254815593 NA
"2991" "YFR037C" "RSC8" "YFR037C" "RSC8" 3 3 3 "A" NA NA NA
"2992" "YFR037C" "RSC8" "YIL126W" "STH1" 8 6 8 "A" NA NA 0.468
"2993" "YFR044C" "DUG1" "YFR044C" "DUG1" 6 6 9 "A" NA NA NA
"2994" "YFR046C" "CNN1" "YIR010W" "DSN1" 4 2 4 "A" 0.13641 NA NA
"2995" "YFR046C" "CNN1" "YMR117C" "SPC24" 7 6 11 "B" 0.13555 NA NA
"2996" "YFR050C" "PRE4" "YGL011C" "SCL1" 4 1 4 "A" 0.51124 NA 0.7731
"2997" "YFR050C" "PRE4" "YJL001W" "PRE3" 3 2 3 "A" 0.03186 NA 0.7421
"2998" "YFR050C" "PRE4" "YLL036C" "PRP19" 1 2 2 "B" -0.09351 NA 0.1126
"2999" "YFR050C" "PRE4" "YOR157C" "PUP1" 3 2 3 "A" 0.45347 NA 0.7717
"3000" "YFR051C" "RET2" "YNL258C" "DSL1" 3 4 5 "B" NA NA 0.1001
"3001" "YFR052W" "RPN12" "YOR261C" "RPN8" 4 4 4 "A" 0.44286 NA 0.7287
"3002" "YFR053C" "HXK1" "YFR053C" "HXK1" 2 2 2 "D" NA NA NA
"3003" "YGL001C" "ERG26" "YGR060W" "ERG25" 3 3 3 "D" 0.0568 NA 0.5442
"3004" "YGL002W" "ERP6" "YML012W" "ERV25" 2 2 2 "C" 0.03234 -0.211641725826399 0.3191
"3005" "YGL003C" "CDH1" "YKL101W" "HSL1" 13 4 17 "B" 0.11817 -0.0137654103104848 NA
"3006" "YGL003C" "CDH1" "YLR183C" "TOS4" 1 3 3 "C" 0.09053 -0.0253790365237725 NA
"3007" "YGL003C" "CDH1" "YPL267W" "ACM1" 9 6 13 "C" 0.00045 -0.0712288421755624 NA
"3008" "YGL004C" "RPN14" "YGL048C" "RPT6" 3 6 7 "C" 0.03784 NA 0.2548
"3009" "YGL005C" "COG7" "YNL041C" "COG6" 1 2 2 "A" 0.7654 0.827578719815222 0.4767
"3010" "YGL005C" "COG7" "YNL051W" "COG5" 1 3 3 "A" 0.79253 0.6088556391426 0.4717
"3011" "YGL009C" "LEU1" "YPL020C" "ULP1" 2 2 2 "C" -0.01522 NA -0.0034
"3012" "YGL011C" "SCL1" "YGR135W" "PRE9" 5 2 5 "A" 0.52804 NA 0.7399
"3013" "YGL011C" "SCL1" "YGR253C" "PUP2" 5 2 5 "A" 0.54973 NA 0.7815
"3014" "YGL011C" "SCL1" "YIL075C" "RPN2" 1 2 2 "B" NA NA 0.4509
"3015" "YGL011C" "SCL1" "YJL001W" "PRE3" 4 1 4 "A" 0.09384 NA 0.707
"3016" "YGL011C" "SCL1" "YML092C" "PRE8" 7 3 7 "A" 0.02654 NA 0.7281
"3017" "YGL011C" "SCL1" "YMR314W" "PRE5" 7 3 7 "A" NA NA 0.8019
"3018" "YGL011C" "SCL1" "YOL038W" "PRE6" 8 4 8 "A" 0.51471 NA 0.7318
"3019" "YGL011C" "SCL1" "YOR157C" "PUP1" 4 1 4 "A" 0.50516 NA 0.7911
"3020" "YGL011C" "SCL1" "YOR362C" "PRE10" 10 5 10 "A" 0.51933 NA 0.8072
