A,B
YBL084C,YHR107C
YBL084C,YIL062C
YBL084C,YJL035C
YBL084C,YJL081C
YBL084C,YJL174W
YBL084C,YJR017C
YBL084C,YKL203C
YBL084C,YLL031C
YBL084C,YLR005W
YBL084C,YLR022C
YBL084C,YLR060W
YBL084C,YLR086W
YBL084C,YLR195C
YBL084C,YLR291C
YBL084C,YLR305C
YBL084C,YLR314C
YBL084C,YLR459W
YBL084C,YML049C
YBL084C,YML069W
YBL084C,YML130C
YBL084C,YMR028W
YBL084C,YMR197C
YBL084C,YMR200W
YBL084C,YMR213W
YBL084C,YMR236W
YBL084C,YMR240C
YBL084C,YMR277W
YBL084C,YNL038W
YBL084C,YNR003C
YBL084C,YNR035C
YBL084C,YOL094C
YBL084C,YOR122C
YBL084C,YOR181W
YBL084C,YOR250C
YBL084C,YOR262W
YBL084C,YOR326W
YBL084C,YOR370C
YBL084C,YPL028W
YBL084C,YPL076W
YBL084C,YPL082C
YBL084C,YPL128C
YBL084C,YPL228W
YBL084C,YPR094W
YBL084C,YPR168W
YBL084C,YPR178W
YBL084C,YPR181C
YBL097W,YBR109C
YBL097W,YCL059C
YBL097W,YDL014W
YBL097W,YDL030W
YBL097W,YDL043C
YBL097W,YDL111C
YBL097W,YDL164C
YBL097W,YDR054C
YBL097W,YDR060W
YBL097W,YDR086C
YBL097W,YDR087C
YBL097W,YDR088C
YBL097W,YDR145W
YBL097W,YDR243C
YBL097W,YDR434W
YBL097W,YER125W
YBL097W,YFL029C
YBL097W,YFL039C
YBL097W,YFL045C
YBL097W,YFR005C
YBL097W,YGL116W
YBL097W,YGL142C
YBL097W,YGL233W
YBL097W,YGR092W
YBL097W,YGR103W
YBL097W,YGR195W
YBL097W,YGR218W
YBL097W,YHR024C
YBL097W,YHR040W
YBL097W,YHR088W
YBL097W,YHR166C
YBL097W,YHR196W
YBL097W,YIR008C
YBL097W,YJL005W
YBL097W,YJL050W
YBL097W,YJL085W
YBL097W,YJR007W
YBL097W,YKL021C
YBL097W,YKL095W
YBL097W,YKL112W
YBL097W,YKL125W
YBL097W,YKL173W
YBL097W,YLL036C
YBL097W,YLL050C
YBL097W,YLR033W
YBL097W,YLR116W
YBL097W,YLR117C
YBL097W,YLR197W
YBL097W,YLR208W
YBL097W,YLR340W
YBL097W,YLR378C
YBL097W,YLR459W
YBL097W,YML046W
YBL097W,YML049C
YBL097W,YML064C
YBL097W,YML065W
YBL097W,YMR049C
YBL097W,YMR093W
