pair	orf_name_a	orf_name_b	GAVIN_2002	GAVIN_2006	KROGAN
YIL061C_YOR159C	YIL061C	YOR159C	False	False	True
YIL061C_YPL178W	YIL061C	YPL178W	True	True	False
YIL061C_YPR182W	YIL061C	YPR182W	False	False	True
YIL062C_YJR065C	YIL062C	YJR065C	True	True	True
YIL062C_YKL013C	YIL062C	YKL013C	True	True	False
YIL062C_YLR370C	YIL062C	YLR370C	True	True	False
YIL062C_YNL073W	YIL062C	YNL073W	False	False	True
YIL062C_YNR035C	YIL062C	YNR035C	True	True	False
YIL062C_YPR093C	YIL062C	YPR093C	False	False	True
YIL063C_YJL080C	YIL063C	YJL080C	False	False	True
YIL063C_YKL054C	YIL063C	YKL054C	False	False	True
YIL063C_YKR048C	YIL063C	YKR048C	False	False	True
YIL063C_YMR309C	YIL063C	YMR309C	False	False	True
YIL063C_YNL084C	YIL063C	YNL084C	False	False	True
YIL068C_YJL085W	YIL068C	YJL085W	False	True	False
YIL068C_YLR166C	YIL068C	YLR166C	False	True	False
YIL068C_YPR055W	YIL068C	YPR055W	False	True	False
YIL069C_YIL125W	YIL069C	YIL125W	False	True	False
YIL069C_YKL067W	YIL069C	YKL067W	False	True	False
YIL069C_YKL172W	YIL069C	YKL172W	False	False	True
YIL069C_YKR042W	YIL069C	YKR042W	False	False	True
YIL069C_YLR175W	YIL069C	YLR175W	False	True	False
YIL069C_YLR347C	YIL069C	YLR347C	False	False	True
YIL069C_YML126C	YIL069C	YML126C	False	True	False
YIL069C_YMR061W	YIL069C	YMR061W	False	True	False
YIL069C_YNR054C	YIL069C	YNR054C	False	False	True
YIL069C_YOL123W	YIL069C	YOL123W	False	True	False
YIL069C_YOR056C	YIL069C	YOR056C	False	True	False
YIL069C_YOR328W	YIL069C	YOR328W	False	False	True
YIL069C_YPL204W	YIL069C	YPL204W	False	True	False
YIL069C_YPR080W	YIL069C	YPR080W	False	True	False
YIL070C_YIL093C	YIL070C	YIL093C	False	False	True
YIL070C_YIL094C	YIL070C	YIL094C	False	True	False
YIL070C_YJL115W	YIL070C	YJL115W	True	False	False
YIL070C_YJR101W	YIL070C	YJR101W	False	False	True
YIL070C_YJR113C	YIL070C	YJR113C	False	False	True
YIL070C_YKL009W	YIL070C	YKL009W	False	False	True
YIL070C_YKL108W	YIL070C	YKL108W	False	False	True
YIL070C_YKL151C	YIL070C	YKL151C	False	False	True
YIL070C_YKL155C	YIL070C	YKL155C	False	False	True
YIL070C_YLR429W	YIL070C	YLR429W	False	False	True
YIL070C_YML085C	YIL070C	YML085C	False	True	False
YIL070C_YNL137C	YIL070C	YNL137C	False	True	True
YIL070C_YNL168C	YIL070C	YNL168C	False	False	True
YIL070C_YNL306W	YIL070C	YNL306W	False	False	True
YIL070C_YOL143C	YIL070C	YOL143C	False	False	True
YIL070C_YOR158W	YIL070C	YOR158W	False	False	True
YIL070C_YOR326W	YIL070C	YOR326W	True	True	False
YIL070C_YPL032C	YIL070C	YPL032C	False	False	True
YIL070C_YPL118W	YIL070C	YPL118W	False	False	True
YIL071C_YMR025W	YIL071C	YMR025W	False	True	True
YIL071C_YNL209W	YIL071C	YNL209W	False	False	True
YIL071C_YOL117W	YIL071C	YOL117W	False	True	False
YIL075C_YJL001W	YIL075C	YJL001W	False	True	False
YIL075C_YKL029C	YIL075C	YKL029C	False	True	False
YIL075C_YKL081W	YIL075C	YKL081W	False	True	False
YIL075C_YKL145W	YIL075C	YKL145W	False	True	True
YIL075C_YKL173W	YIL075C	YKL173W	False	False	True
YIL075C_YLR180W	YIL075C	YLR180W	False	True	True
YIL075C_YLR421C	YIL075C	YLR421C	False	True	True
YIL075C_YML062C	YIL075C	YML062C	False	True	False
YIL075C_YML124C	YIL075C	YML124C	False	True	False
YIL075C_YMR191W	YIL075C	YMR191W	False	False	True
YIL075C_YNL075W	YIL075C	YNL075W	False	True	False
YIL075C_YOL038W	YIL075C	YOL038W	False	True	False
YIL075C_YOL098C	YIL075C	YOL098C	False	True	False
YIL075C_YOR117W	YIL075C	YOR117W	False	False	True
YIL075C_YOR259C	YIL075C	YOR259C	False	False	True
YIL075C_YOR261C	YIL075C	YOR261C	False	True	True
YIL075C_YPR108W	YIL075C	YPR108W	False	True	True
YIL076W_YJR045C	YIL076W	YJR045C	False	False	True
YIL076W_YLR150W	YIL076W	YLR150W	False	False	True
YIL076W_YLR259C	YIL076W	YLR259C	False	False	True
YIL076W_YLR429W	YIL076W	YLR429W	False	False	True
YIL076W_YML067C	YIL076W	YML067C	False	True	False
YIL076W_YNL055C	YIL076W	YNL055C	False	False	True
YIL076W_YNL088W	YIL076W	YNL088W	False	False	True
YIL076W_YNL287W	YIL076W	YNL287W	False	True	True
YIL076W_YPL010W	YIL076W	YPL010W	False	True	True
YIL077C_YOL135C	YIL077C	YOL135C	True	False	False
YIL078W_YKL029C	YIL078W	YKL029C	False	True	False
YIL078W_YMR099C	YIL078W	YMR099C	False	True	False
YIL078W_YOL120C	YIL078W	YOL120C	False	True	False
YIL078W_YOR001W	YIL078W	YOR001W	False	True	False
YIL079C_YJL050W	YIL079C	YJL050W	False	False	True
YIL079C_YOL115W	YIL079C	YOL115W	False	False	True
YIL084C_YMR128W	YIL084C	YMR128W	True	True	False
YIL084C_YMR263W	YIL084C	YMR263W	False	True	True
YIL084C_YNL097C	YIL084C	YNL097C	False	True	True
YIL084C_YNL330C	YIL084C	YNL330C	True	True	True
YIL084C_YOL004W	YIL084C	YOL004W	True	True	True
YIL084C_YPL139C	YIL084C	YPL139C	False	True	False
YIL084C_YPL181W	YIL084C	YPL181W	False	True	True
YIL091C_YJR002W	YIL091C	YJR002W	False	False	True
YIL091C_YJR119C	YIL091C	YJR119C	False	False	True
YIL093C_YJR101W	YIL093C	YJR101W	False	False	True
YIL093C_YJR113C	YIL093C	YJR113C	False	False	True
YIL093C_YNL081C	YIL093C	YNL081C	False	False	True
YIL093C_YNR036C	YIL093C	YNR036C	False	False	True
YIL093C_YOR158W	YIL093C	YOR158W	False	False	True
YIL093C_YPL013C	YIL093C	YPL013C	False	True	False
YIL094C_YJL130C	YIL094C	YJL130C	False	True	False
YIL094C_YJR123W	YIL094C	YJR123W	False	True	False
YIL094C_YKL010C	YIL094C	YKL010C	False	True	False
YIL094C_YKL104C	YIL094C	YKL104C	False	True	False
YIL094C_YKR003W	YIL094C	YKR003W	False	False	True
YIL094C_YKR048C	YIL094C	YKR048C	True	False	False
YIL094C_YLL040C	YIL094C	YLL040C	False	True	False
YIL094C_YLR048W	YIL094C	YLR048W	False	True	False
YIL094C_YLR075W	YIL094C	YLR075W	False	True	False
YIL094C_YLR103C	YIL094C	YLR103C	True	False	False
YIL094C_YML085C	YIL094C	YML085C	False	True	False
YIL094C_YML126C	YIL094C	YML126C	True	False	False
YIL094C_YMR012W	YIL094C	YMR012W	False	True	False
YIL094C_YMR308C	YIL094C	YMR308C	True	False	False
YIL094C_YNL304W	YIL094C	YNL304W	False	False	True
YIL094C_YNL313C	YIL094C	YNL313C	True	False	False
YIL094C_YOL145C	YIL094C	YOL145C	True	False	False
YIL094C_YOR133W	YIL094C	YOR133W	False	True	False
YIL094C_YOR136W	YIL094C	YOR136W	False	True	False
YIL094C_YPL061W	YIL094C	YPL061W	False	True	False
YIL094C_YPL240C	YIL094C	YPL240C	False	True	False
YIL094C_YPR061C	YIL094C	YPR061C	False	False	True
YIL095W_YLR015W	YIL095W	YLR015W	False	False	True
YIL095W_YPR161C	YIL095W	YPR161C	False	False	True
YIL097W_YMR135C	YIL097W	YMR135C	False	False	True
YIL097W_YPL061W	YIL097W	YPL061W	False	False	True
YIL098C_YJL180C	YIL098C	YJL180C	False	False	True
YIL098C_YKL192C	YIL098C	YKL192C	False	False	True
YIL101C_YPL216W	YIL101C	YPL216W	False	False	True
YIL103W_YJL026W	YIL103W	YJL026W	False	True	False
YIL103W_YJL138C	YIL103W	YJL138C	False	False	True
YIL103W_YKL048C	YIL103W	YKL048C	False	False	True
YIL103W_YKL191W	YIL103W	YKL191W	False	True	True
YIL103W_YLR043C	YIL103W	YLR043C	False	False	True
YIL103W_YLR150W	YIL103W	YLR150W	False	False	True
YIL103W_YLR429W	YIL103W	YLR429W	False	False	True
YIL103W_YMR083W	YIL103W	YMR083W	False	False	True
YIL103W_YMR186W	YIL103W	YMR186W	False	False	True
YIL103W_YNL055C	YIL103W	YNL055C	False	False	True
YIL103W_YOL109W	YIL103W	YOL109W	False	False	True
YIL103W_YOR133W	YIL103W	YOR133W	False	True	False
YIL105C_YKL126W	YIL105C	YKL126W	False	False	True
YIL105C_YOL038W	YIL105C	YOL038W	False	False	True
YIL105C_YPL208W	YIL105C	YPL208W	False	False	True
YIL105C_YPR161C	YIL105C	YPR161C	False	False	True
YIL107C_YLR089C	YIL107C	YLR089C	False	False	True
YIL107C_YML106W	YIL107C	YML106W	False	False	True
YIL107C_YOR116C	YIL107C	YOR116C	False	False	True
YIL108W_YML105C	YIL108W	YML105C	False	False	True
YIL108W_YMR149W	YIL108W	YMR149W	False	False	True
YIL108W_YNL254C	YIL108W	YNL254C	False	False	True
YIL109C_YLR208W	YIL109C	YLR208W	False	True	False
YIL109C_YPL085W	YIL109C	YPL085W	False	True	False
YIL109C_YPR181C	YIL109C	YPR181C	False	True	False
YIL112W_YKR029C	YIL112W	YKR029C	False	True	True
YIL112W_YMR273C	YIL112W	YMR273C	True	True	False
YIL112W_YOL068C	YIL112W	YOL068C	False	False	True
YIL115C_YJL041W	YIL115C	YJL041W	True	True	True
YIL115C_YJL061W	YIL115C	YJL061W	True	True	True
YIL115C_YKR082W	YIL115C	YKR082W	False	False	True
YIL115C_YLL024C	YIL115C	YLL024C	False	True	False
YIL115C_YLR249W	YIL115C	YLR249W	False	False	True
YIL115C_YOR046C	YIL115C	YOR046C	False	False	True
YIL121W_YJL115W	YIL121W	YJL115W	False	False	True
YIL125W_YJL050W	YIL125W	YJL050W	False	False	True
YIL125W_YML063W	YIL125W	YML063W	False	True	False
YIL125W_YMR121C	YIL125W	YMR121C	False	True	False
YIL125W_YMR242C	YIL125W	YMR242C	False	True	False
YIL125W_YNL069C	YIL125W	YNL069C	False	True	False
YIL125W_YPL213W	YIL125W	YPL213W	True	False	False
YIL126W_YKR001C	YIL126W	YKR001C	False	True	False
YIL126W_YKR008W	YIL126W	YKR008W	False	True	True
YIL126W_YLR033W	YIL126W	YLR033W	False	True	True
YIL126W_YLR176C	YIL126W	YLR176C	True	False	False
YIL126W_YLR321C	YIL126W	YLR321C	False	True	True
YIL126W_YLR357W	YIL126W	YLR357W	False	True	True
YIL126W_YML127W	YIL126W	YML127W	False	False	True
YIL126W_YMR033W	YIL126W	YMR033W	False	True	True
YIL126W_YMR091C	YIL126W	YMR091C	False	True	True
YIL126W_YPL082C	YIL126W	YPL082C	False	True	False
YIL126W_YPR034W	YIL126W	YPR034W	False	True	True
YIL127C_YJR105W	YIL127C	YJR105W	False	False	True
YIL128W_YJR121W	YIL128W	YJR121W	False	True	False
YIL128W_YML085C	YIL128W	YML085C	False	True	False
YIL133C_YLR175W	YIL133C	YLR175W	False	True	False
YIL133C_YLR410W	YIL133C	YLR410W	False	True	False
YIL133C_YOR206W	YIL133C	YOR206W	False	True	False
YIL133C_YPL043W	YIL133C	YPL043W	False	True	False
YIL133C_YPR016C	YIL133C	YPR016C	False	True	False
YIL133C_YPR041W	YIL133C	YPR041W	False	True	False
YIL135C_YOR043W	YIL135C	YOR043W	False	False	True
YIL137C_YLR150W	YIL137C	YLR150W	False	False	True
YIL142W_YJL111W	YIL142W	YJL111W	False	True	False
YIL142W_YNL212W	YIL142W	YNL212W	False	True	False
YIL142W_YOR281C	YIL142W	YOR281C	False	True	False
YIL143C_YOR352W	YIL143C	YOR352W	False	True	False
YIL144W_YMR117C	YIL144W	YMR117C	False	True	True
YIL144W_YNL054W	YIL144W	YNL054W	False	False	True
YIL144W_YOL069W	YIL144W	YOL069W	False	True	True
YIL148W_YJL020C	YIL148W	YJL020C	False	False	True
YIL148W_YJL138C	YIL148W	YJL138C	False	False	True
YIL148W_YKL010C	YIL148W	YKL010C	False	False	True
YIL148W_YKL080W	YIL148W	YKL080W	False	False	True
YIL148W_YKL104C	YIL148W	YKL104C	False	False	True
YIL148W_YKR001C	YIL148W	YKR001C	False	False	True
YIL148W_YLL022C	YIL148W	YLL022C	False	False	True
YIL148W_YLL060C	YIL148W	YLL060C	False	False	True
YIL148W_YLR347C	YIL148W	YLR347C	False	False	True
YIL148W_YMR186W	YIL148W	YMR186W	False	False	True
YIL148W_YNL084C	YIL148W	YNL084C	False	False	True
YIL148W_YNL111C	YIL148W	YNL111C	False	False	True
YIL148W_YOR042W	YIL148W	YOR042W	False	False	True
YIL148W_YOR081C	YIL148W	YOR081C	False	False	True
YIL149C_YPR144C	YIL149C	YPR144C	False	False	True
YIL152W_YJR092W	YIL152W	YJR092W	False	False	True
YIL153W_YNL201C	YIL153W	YNL201C	False	False	True
YIL154C_YPR161C	YIL154C	YPR161C	False	False	True
YIL156W_YJL020C	YIL156W	YJL020C	False	False	True
YIL156W_YLR014C	YIL156W	YLR014C	False	False	True
YIL159W_YLR197W	YIL159W	YLR197W	False	False	True
YIL161W_YJL177W	YIL161W	YJL177W	False	True	False
YIL161W_YJL190C	YIL161W	YJL190C	False	True	False
YIL161W_YLR340W	YIL161W	YLR340W	False	True	False
YIL161W_YLR367W	YIL161W	YLR367W	False	True	False
YIL161W_YNL023C	YIL161W	YNL023C	False	True	True
YIL161W_YNL135C	YIL161W	YNL135C	False	False	True
YIL161W_YPL131W	YIL161W	YPL131W	False	True	False
YIL169C_YOR334W	YIL169C	YOR334W	False	False	True
YIL173W_YNL031C	YIL173W	YNL031C	False	False	True
YIL177C_YPR034W	YIL177C	YPR034W	False	False	True
YIR001C_YMR198W	YIR001C	YMR198W	False	False	True
YIR001C_YMR229C	YIR001C	YMR229C	False	False	True
YIR001C_YNL016W	YIR001C	YNL016W	True	False	False
YIR001C_YNL138W	YIR001C	YNL138W	True	True	False
YIR001C_YPR161C	YIR001C	YPR161C	False	False	True
YIR003W_YKL007W	YIR003W	YKL007W	True	True	False
YIR006C_YNL084C	YIR006C	YNL084C	False	False	True
YIR007W_YJL130C	YIR007W	YJL130C	False	False	True
YIR007W_YLL026W	YIR007W	YLL026W	False	False	True
YIR007W_YMR186W	YIR007W	YMR186W	False	False	True
YIR007W_YMR205C	YIR007W	YMR205C	False	False	True
YIR007W_YNL023C	YIR007W	YNL023C	False	False	True
YIR007W_YOR133W	YIR007W	YOR133W	False	False	True
YIR007W_YPR074C	YIR007W	YPR074C	False	False	True
YIR007W_YPR080W	YIR007W	YPR080W	False	False	True
YIR008C_YKL045W	YIR008C	YKL045W	False	True	False
YIR008C_YKR048C	YIR008C	YKR048C	False	False	True
YIR008C_YNL102W	YIR008C	YNL102W	False	True	True
YIR008C_YNR052C	YIR008C	YNR052C	True	True	False
YIR009W_YPL213W	YIR009W	YPL213W	False	True	True
YIR009W_YPR182W	YIR009W	YPR182W	True	False	False
YIR010W_YJR112W	YIR010W	YJR112W	False	False	True
YIR010W_YPL233W	YIR010W	YPL233W	False	True	True
YIR012W_YLR075W	YIR012W	YLR075W	False	False	True
YIR012W_YOR261C	YIR012W	YOR261C	False	False	True
YIR015W_YNL221C	YIR015W	YNL221C	False	False	True
YIR019C_YMR284W	YIR019C	YMR284W	False	False	True
YIR021W_YNL162W	YIR021W	YNL162W	False	False	True
YIR021W_YOL052C	YIR021W	YOL052C	False	False	True
YIR022W_YJR010C-A	YIR022W	YJR010C-A	False	False	True
YIR022W_YLR314C	YIR022W	YLR314C	False	False	True
YIR022W_YML012W	YIR022W	YML012W	False	False	True
YIR024C_YNL248C	YIR024C	YNL248C	False	False	True
YIR033W_YKL081W	YIR033W	YKL081W	True	False	False
YIR035C_YLR401C	YIR035C	YLR401C	False	False	True
YIR035C_YNL232W	YIR035C	YNL232W	True	True	False
YIR035C_YPL001W	YIR035C	YPL001W	False	False	True
YJL001W_YKL145W	YJL001W	YKL145W	False	True	False
YJL001W_YML092C	YJL001W	YML092C	False	False	True
YJL001W_YMR314W	YJL001W	YMR314W	False	True	False
YJL001W_YOL038W	YJL001W	YOL038W	False	True	True
YJL001W_YOR157C	YJL001W	YOR157C	False	False	True
YJL001W_YOR362C	YJL001W	YOR362C	False	True	True
YJL001W_YPR103W	YJL001W	YPR103W	False	True	True
YJL002C_YLR208W	YJL002C	YLR208W	True	False	False
YJL002C_YML019W	YJL002C	YML019W	True	False	False
YJL002C_YML130C	YJL002C	YML130C	True	True	False
YJL002C_YMR146C	YJL002C	YMR146C	True	True	False
YJL002C_YMR149W	YJL002C	YMR149W	False	True	False
YJL005W_YLR200W	YJL005W	YLR200W	False	False	True
YJL005W_YNL138W	YJL005W	YNL138W	True	True	True
YJL006C_YKL139W	YJL006C	YKL139W	True	True	True
YJL006C_YML112W	YJL006C	YML112W	False	True	True
YJL008C_YJL074C	YJL008C	YJL074C	True	True	False
YJL008C_YJL159W	YJL008C	YJL159W	False	False	True
YJL008C_YKL010C	YJL008C	YKL010C	False	True	False
YJL008C_YNL212W	YJL008C	YNL212W	False	True	False
YJL008C_YOR281C	YJL008C	YOR281C	False	True	False
YJL008C_YOR375C	YJL008C	YOR375C	False	True	False
YJL010C_YLR197W	YJL010C	YLR197W	False	False	True
YJL011C_YKL144C	YJL011C	YKL144C	False	False	True
YJL011C_YKR025W	YJL011C	YKR025W	False	False	True
YJL011C_YNL113W	YJL011C	YNL113W	False	False	True
YJL011C_YNL151C	YJL011C	YNL151C	False	False	True
YJL011C_YNR003C	YJL011C	YNR003C	True	True	False
YJL011C_YOL021C	YJL011C	YOL021C	False	False	True
YJL011C_YOR116C	YJL011C	YOR116C	True	True	True
YJL011C_YOR207C	YJL011C	YOR207C	False	True	True
YJL011C_YPR055W	YJL011C	YPR055W	False	True	False
YJL011C_YPR110C	YJL011C	YPR110C	False	False	True
YJL011C_YPR190C	YJL011C	YPR190C	False	False	True
YJL020C_YJL020C	YJL020C	YJL020C	False	False	True
YJL020C_YKL025C	YJL020C	YKL025C	False	False	True
YJL020C_YLR386W	YJL020C	YLR386W	False	False	True
YJL020C_YLR429W	YJL020C	YLR429W	False	False	True
YJL023C_YML091C	YJL023C	YML091C	False	False	True
YJL023C_YPR116W	YJL023C	YPR116W	False	False	True
YJL024C_YPL195W	YJL024C	YPL195W	True	False	True
YJL026W_YJL115W	YJL026W	YJL115W	True	False	False
YJL026W_YOR230W	YJL026W	YOR230W	False	True	False
YJL029C_YJL034W	YJL029C	YJL034W	False	True	False
YJL029C_YKR002W	YJL029C	YKR002W	True	False	False
YJL031C_YPR176C	YJL031C	YPR176C	True	False	False
YJL033W_YJR093C	YJL033W	YJR093C	True	True	False
YJL033W_YJR145C	YJL033W	YJR145C	False	True	False
YJL033W_YKL018W	YJL033W	YKL018W	False	True	False
YJL033W_YKR002W	YJL033W	YKR002W	True	True	False
YJL033W_YKR081C	YJL033W	YKR081C	False	False	True
YJL033W_YLR043C	YJL033W	YLR043C	False	False	True
YJL033W_YLR115W	YJL033W	YLR115W	True	True	False
YJL033W_YLR150W	YJL033W	YLR150W	False	False	True
YJL033W_YLR175W	YJL033W	YLR175W	True	True	False
YJL033W_YLR197W	YJL033W	YLR197W	True	True	True
YJL033W_YLR277C	YJL033W	YLR277C	True	True	False
YJL033W_YLR340W	YJL033W	YLR340W	False	True	False
YJL033W_YLR429W	YJL033W	YLR429W	False	False	True
YJL033W_YLR432W	YJL033W	YLR432W	False	True	False
YJL033W_YLR448W	YJL033W	YLR448W	False	True	False
YJL033W_YMR061W	YJL033W	YMR061W	True	True	False
YJL033W_YMR142C	YJL033W	YMR142C	False	True	False
YJL033W_YMR229C	YJL033W	YMR229C	False	True	False
YJL033W_YMR290C	YJL033W	YMR290C	True	False	True
YJL033W_YNL016W	YJL033W	YNL016W	True	False	False
YJL033W_YNL069C	YJL033W	YNL069C	False	True	False
YJL033W_YNL132W	YJL033W	YNL132W	False	False	True
YJL033W_YNL317W	YJL033W	YNL317W	True	True	False
YJL033W_YOL041C	YJL033W	YOL041C	True	True	False
YJL033W_YOR096W	YJL033W	YOR096W	False	True	False
YJL033W_YOR294W	YJL033W	YOR294W	False	False	True
YJL033W_YOR310C	YJL033W	YOR310C	True	True	False
YJL033W_YPR080W	YJL033W	YPR080W	False	True	False
YJL033W_YPR161C	YJL033W	YPR161C	False	False	True
YJL033W_YPR175W	YJL033W	YPR175W	False	False	True
YJL034W_YJL052W	YJL034W	YJL052W	False	True	False
YJL034W_YJR009C	YJL034W	YJR009C	False	True	False
YJL034W_YJR104C	YJL034W	YJR104C	False	False	True
YJL034W_YKL117W	YJL034W	YKL117W	False	False	True
YJL034W_YMR214W	YJL034W	YMR214W	False	True	True
YJL034W_YNR050C	YJL034W	YNR050C	False	True	False
YJL034W_YOR081C	YJL034W	YOR081C	False	False	True
YJL034W_YPL085W	YJL034W	YPL085W	False	True	False
YJL034W_YPR181C	YJL034W	YPR181C	False	True	False
YJL035C_YLR275W	YJL035C	YLR275W	False	False	True
YJL039C_YJR077C	YJL039C	YJR077C	False	True	False
YJL039C_YLL024C	YJL039C	YLL024C	False	True	False
YJL039C_YML085C	YJL039C	YML085C	False	True	False
YJL041W_YJL061W	YJL041W	YJL061W	True	True	True
YJL041W_YJL063C	YJL041W	YJL063C	True	True	False
YJL041W_YKR082W	YJL041W	YKR082W	False	False	True
YJL041W_YLL024C	YJL041W	YLL024C	False	True	False
YJL041W_YLR312W-A	YJL041W	YLR312W-A	True	True	False
YJL041W_YML025C	YJL041W	YML025C	True	False	False
YJL041W_YMR024W	YJL041W	YMR024W	True	True	False
YJL041W_YMR047C	YJL041W	YMR047C	True	True	False
YJL041W_YMR193W	YJL041W	YMR193W	True	True	False
YJL044C_YKR048C	YJL044C	YKR048C	False	False	True
YJL044C_YKR068C	YJL044C	YKR068C	False	False	True
YJL044C_YLR150W	YJL044C	YLR150W	False	False	True
YJL047C_YLR150W	YJL047C	YLR150W	False	False	True
YJL047C_YPL216W	YJL047C	YPL216W	False	False	True
YJL050W_YKR081C	YJL050W	YKR081C	False	False	True
YJL050W_YMR137C	YJL050W	YMR137C	False	False	True
YJL050W_YMR290C	YJL050W	YMR290C	False	False	True
YJL050W_YMR304W	YJL050W	YMR304W	True	False	False
YJL050W_YNL251C	YJL050W	YNL251C	False	True	False
YJL050W_YNL299W	YJL050W	YNL299W	False	False	True
YJL050W_YOL115W	YJL050W	YOL115W	False	False	True
YJL050W_YOL120C	YJL050W	YOL120C	False	False	True
YJL050W_YOR212W	YJL050W	YOR212W	False	False	True
YJL050W_YOR294W	YJL050W	YOR294W	False	False	True
YJL050W_YPL146C	YJL050W	YPL146C	False	False	True
YJL050W_YPL190C	YJL050W	YPL190C	True	True	False
YJL050W_YPL220W	YJL050W	YPL220W	False	False	True
YJL052W_YJR009C	YJL052W	YJR009C	False	False	True
YJL052W_YJR032W	YJL052W	YJR032W	False	False	True
YJL052W_YKR042W	YJL052W	YKR042W	False	False	True
YJL052W_YLL060C	YJL052W	YLL060C	False	False	True
YJL052W_YLR135W	YJL052W	YLR135W	False	False	True
YJL052W_YLR144C	YJL052W	YLR144C	False	False	True
YJL052W_YLR320W	YJL052W	YLR320W	False	False	True
YJL052W_YML056C	YJL052W	YML056C	False	True	False
YJL052W_YML091C	YJL052W	YML091C	False	False	True
YJL052W_YOL013C	YJL052W	YOL013C	False	False	True
YJL053W_YJL154C	YJL053W	YJL154C	False	False	True
YJL053W_YOR069W	YJL053W	YOR069W	False	False	True
YJL053W_YOR132W	YJL053W	YOR132W	False	False	True
YJL056C_YML058W	YJL056C	YML058W	False	False	True
YJL060W_YLR314C	YJL060W	YLR314C	True	False	False
YJL061W_YKR082W	YJL061W	YKR082W	False	False	True
YJL061W_YMR047C	YJL061W	YMR047C	True	True	False
YJL062W-A_YMR186W	YJL062W-A	YMR186W	False	False	True
YJL062W-A_YOR133W	YJL062W-A	YOR133W	False	False	True
YJL062W-A_YPR080W	YJL062W-A	YPR080W	False	False	True
YJL063C_YJR113C	YJL063C	YJR113C	False	False	True
YJL063C_YML025C	YJL063C	YML025C	False	True	False
YJL063C_YNL306W	YJL063C	YNL306W	False	False	True
YJL065C_YML062C	YJL065C	YML062C	False	False	True
YJL065C_YNL230C	YJL065C	YNL230C	False	False	True
YJL065C_YOR304W	YJL065C	YOR304W	False	False	True
YJL066C_YMR048W	YJL066C	YMR048W	False	False	True
YJL068C_YOL017W	YJL068C	YOL017W	False	False	True
YJL069C_YJL109C	YJL069C	YJL109C	True	True	False
YJL069C_YLR129W	YJL069C	YLR129W	True	True	True
YJL069C_YLR222C	YJL069C	YLR222C	True	True	True
YJL069C_YLR409C	YJL069C	YLR409C	True	True	True
YJL069C_YMR093W	YJL069C	YMR093W	True	True	False
YJL069C_YOR059C	YJL069C	YOR059C	True	True	False
YJL069C_YOR078W	YJL069C	YOR078W	False	True	False
YJL069C_YPL086C	YJL069C	YPL086C	False	False	True
YJL070C_YML035C	YJL070C	YML035C	False	False	True
YJL070C_YMR131C	YJL070C	YMR131C	False	False	True
YJL070C_YNR016C	YJL070C	YNR016C	False	False	True
YJL072C_YOL146W	YJL072C	YOL146W	False	False	True
YJL072C_YPR135W	YJL072C	YPR135W	False	False	True
YJL074C_YMR142C	YJL074C	YMR142C	False	True	False
YJL074C_YMR242C	YJL074C	YMR242C	False	True	False
YJL074C_YNL030W	YJL074C	YNL030W	True	False	False
YJL074C_YOL041C	YJL074C	YOL041C	True	True	False
YJL074C_YOR063W	YJL074C	YOR063W	False	True	False
YJL074C_YOR133W	YJL074C	YOR133W	False	True	False
YJL074C_YPL235W	YJL074C	YPL235W	True	False	False
YJL076W_YLR429W	YJL076W	YLR429W	False	False	True
YJL076W_YNL248C	YJL076W	YNL248C	False	False	True
YJL076W_YOR173W	YJL076W	YOR173W	False	False	True
YJL076W_YOR340C	YJL076W	YOR340C	False	False	True
YJL076W_YPL110C	YJL076W	YPL110C	False	False	True
YJL080C_YJR123W	YJL080C	YJR123W	False	True	False
YJL080C_YJR145C	YJL080C	YJR145C	False	True	False
YJL080C_YLL027W	YJL080C	YLL027W	False	False	True
YJL080C_YLR075W	YJL080C	YLR075W	False	True	False
YJL080C_YMR116C	YJL080C	YMR116C	True	True	False
YJL080C_YMR125W	YJL080C	YMR125W	True	True	False
YJL080C_YMR242C	YJL080C	YMR242C	False	True	False
YJL080C_YOL013C	YJL080C	YOL013C	False	False	True
YJL081C_YJR082C	YJL081C	YJR082C	False	False	True
YJL081C_YKL104C	YJL081C	YKL104C	False	True	False
YJL081C_YLR052W	YJL081C	YLR052W	False	False	True
YJL081C_YLR385C	YJL081C	YLR385C	False	False	True
YJL081C_YML007W	YJL081C	YML007W	False	True	False
YJL081C_YML041C	YJL081C	YML041C	False	False	True
YJL081C_YNL059C	YJL081C	YNL059C	False	True	True
YJL081C_YNL107W	YJL081C	YNL107W	False	False	True
YJL081C_YNL136W	YJL081C	YNL136W	False	False	True
YJL081C_YOR141C	YJL081C	YOR141C	False	False	True
YJL081C_YOR189W	YJL081C	YOR189W	False	False	True
YJL081C_YOR244W	YJL081C	YOR244W	True	True	True
YJL081C_YPL129W	YJL081C	YPL129W	False	False	True
YJL081C_YPL235W	YJL081C	YPL235W	False	False	True
YJL081C_YPR023C	YJL081C	YPR023C	False	True	True
YJL082W_YMR029C	YJL082W	YMR029C	False	False	True
YJL084C_YJR005W	YJL084C	YJR005W	False	False	True
YJL085W_YLR166C	YJL085W	YLR166C	False	True	False
YJL087C_YPL141C	YJL087C	YPL141C	False	False	True
YJL092W_YLR429W	YJL092W	YLR429W	False	False	True
YJL095W_YLR197W	YJL095W	YLR197W	False	False	True
