	orf_name_a	gene_name_a	orf_name_b	gene_name_b	Zone	GI_PCC	CS_PCC	GE_PCC
365	YBR162W-A	YSY6	YDR160W	SSY1	D	NA	NA	NA
366	YBR162W-A	YSY6	YJR010C-A	SPC1	C	-0.01027	NA	NA
367	YBR162W-A	YSY6	YMR153W	NUP53	C	-0.02894	-0.061665351	NA
369	YBR165W	UBS1	YBR270C	BIT2	D	-0.02616	NA	NA
370	YBR165W	UBS1	YGL215W	CLG1	C	0.01419	NA	0.3325
371	YBR165W	UBS1	YGR158C	MTR3	C	0.00255	NA	0.2771
374	YBR167C	POP7	YDL159W	STE7	B	NA	NA	0.3484
375	YBR167C	POP7	YER094C	PUP3	B	-0.01218	NA	0.1294
376	YBR167C	POP7	YGR030C	POP6	A	0.10464	NA	NA
377	YBR168W	PEX32	YHR150W	PEX28	D	0.04024	NA	0.4099
380	YBR170C	NPL4	YDR130C	FIN1	C	-0.02034	0.100050498	NA
381	YBR170C	NPL4	YGR048W	UFD1	A	NA	NA	0.6565
382	YBR170C	NPL4	YIR015W	RPR2	B	NA	NA	0.1089
383	YBR170C	NPL4	YLR240W	VPS34	B	NA	NA	0.4701
384	YBR170C	NPL4	YMR068W	AVO2	B	-0.00187	-0.038770071	0.5138
385	YBR173C	UMP1	YGR057C	LST7	C	0.01729	0.247278101	0.1129
386	YBR175W	SWD3	YJR128W		C	NA	0.145981737	NA
387	YBR175W	SWD3	YKR081C	RPF2	B	-0.04255	NA	0.1729
389	YBR176W	ECM31	YGR048W	UFD1	C	-0.06594	NA	0.1742
394	YBR181C	RPS6B	YEL053C	MAK10	B	0.01652	NA	0.3566
395	YBR182C	SMP1	YER094C	PUP3	C	0.05594	NA	NA
397	YBR182C	SMP1	YKR027W	BCH2	C	0.01404	0.000665625	NA
398	YBR182C	SMP1	YLR368W	MDM30	C	-0.02495	NA	NA
400	YBR182C	SMP1	YNL193W		D	NA	0.238294563	NA
401	YBR182C	SMP1	YOR368W	RAD17	C	0.06442	0.055210782	NA
402	YBR182C	SMP1	YPL169C	MEX67	C	-0.01071	NA	NA
405	YBR187W	GDT1	YDR373W	FRQ1	D	-0.00674	NA	0.0182
411	YBR188C	NTC20	YMR213W	CEF1	A	0.30996	NA	NA
419	YBR195C	MSI1	YPR018W	RLF2	A	0.38328	0.468545468	0.4518
422	YBR199W	KTR4	YCL005W-A	VMA9	C	-0.01386	NA	0.0295
425	YBR203W	COS111	YOL054W	PSH1	C	-0.02835	0.104234811	NA
429	YBR212W	NGR1	YML088W	UFO1	C	-0.00487	0.065723542	0.1699
433	YBR217W	ATG12	YLL042C	ATG10	C	0.12528	0.217682558	NA
436	YBR217W	ATG12	YNR007C	ATG3	C	0.12152	0.38500412	0.34
437	YBR217W	ATG12	YPL149W	ATG5	A	0.11157	0.040366374	0.3489
442	YBR223C	TDP1	YGR048W	UFD1	C	-0.00501	NA	0.2716
443	YBR227C	MCX1	YHR033W		D	0.0483	0.156740541	NA
444	YBR228W	SLX1	YGR198W	YPP1	D	-0.00012	NA	0.1904
446	YBR228W	SLX1	YML064C	TEM1	D	0.03334	NA	0.1742
447	YBR230C	OM14	YNL100W	MIC27	D	-0.00911	0.046268086	NA
458	YBR233W-A	DAD3	YDR357C	CNL1	B	NA	NA	NA
459	YBR233W-A	DAD3	YLR313C	SPH1	B	NA	NA	NA
463	YBR237W	PRP5	YGR013W	SNU71	C	0.13409	NA	0.4656
476	YBR249C	ARO4	YGR168C		D	NA	0.288436584	NA
483	YBR255C-A	RCF3	YCL056C	PEX34	D	-0.0187	NA	NA
484	YBR255C-A	RCF3	YGR168C		D	0.0445	NA	NA
485	YBR255C-A	RCF3	YNL100W	MIC27	D	-0.00305	NA	0.3261
487	YBR257W	POP4	YCR020C-A	MAK31	B	NA	NA	NA
488	YBR257W	POP4	YDL159W	STE7	B	NA	NA	0.4626
489	YBR257W	POP4	YHR062C	RPP1	A	0.03362	NA	0.3166
490	YBR257W	POP4	YLR291C	GCD7	B	0.02895	NA	0.0856
491	YBR260C	RGD1	YDR200C	VPS64	C	0.05293	NA	0.2677
495	YBR260C	RGD1	YKR019C	IRS4	D	0.07575	0.074451786	NA
498	YBR260C	RGD1	YPL140C	MKK2	C	0.09016	0.265264218	0.3402
536	YBR264C	YPT10	YER136W	GDI1	C	0.00511	NA	0.0464
538	YBR268W	MRPL37	YNL185C	MRPL19	A	0.33361	NA	NA
539	YBR269C	SDH8	YKL075C		D	-0.00646	-0.067368934	0.1088
540	YBR270C	BIT2	YDR004W	RAD57	C	0.00818	0.119374219	NA
543	YBR270C	BIT2	YER094C	PUP3	C	0.00716	NA	NA
544	YBR270C	BIT2	YGL209W	MIG2	D	0.00175	-0.067725055	NA
545	YBR270C	BIT2	YIL103W	DPH1	C	0.05526	-0.036269277	NA
547	YBR270C	BIT2	YJR046W	TAH11	D	-0.00554	NA	NA
556	YBR273C	UBX7	YGR284C	ERV29	D	0.08748	-0.042221438	0.1666
557	YBR273C	UBX7	YJL048C	UBX6	D	0.04243	-0.100066081	NA
558	YBR273C	UBX7	YMR276W	DSK2	D	0.02455	-0.296964031	0.3719
559	YBR273C	UBX7	YPR113W	PIS1	D	NA	NA	-0.0661
563	YBR278W	DPB3	YDR121W	DPB4	A	0.22183	0.482880574	NA
565	YBR280C	SAF1	YNL141W	AAH1	C	0.01462	0.269251654	-0.4335
568	YBR282W	MRPL27	YDL087C	LUC7	B	0.03798	NA	0.1803
569	YBR282W	MRPL27	YDR079C-A	TFB5	B	0.06993	NA	0.3082
570	YBR282W	MRPL27	YGR158C	MTR3	B	-0.08442	NA	0.07
571	YBR282W	MRPL27	YJR046W	TAH11	C	-0.14954	NA	0.0772
572	YBR282W	MRPL27	YLR117C	CLF1	B	-0.01577	NA	0.2985
573	YBR282W	MRPL27	YLR119W	SRN2	B	-0.04054	NA	0.4088
574	YBR282W	MRPL27	YLR370C	ARC18	B	NA	NA	0.2195
575	YBR282W	MRPL27	YMR168C	CEP3	B	0.00679	NA	0.1598
576	YBR282W	MRPL27	YNL153C	GIM3	B	-0.04237	NA	0.2414
578	YBR284W		YLR368W	MDM30	C	0.04499	NA	0.2131
580	YBR288C	APM3	YGR261C	APL6	A	0.20518	0.916383675	NA
582	YBR298C-A		YCR020C-A	MAK31	C	NA	NA	NA
583	YCL005W-A	VMA9	YNL125C	ESBP6	C	0.0052	NA	-0.176
584	YCL009C	ILV6	YML088W	UFO1	C	0.02008	0.539008154	-0.1916
586	YCL017C	NFS1	YER094C	PUP3	C	0.02955	NA	0.2773
587	YCL017C	NFS1	YHL006C	SHU1	D	0.07856	NA	NA
588	YCL017C	NFS1	YJR011C		D	0.02321	NA	NA
589	YCL017C	NFS1	YLR201C	COQ9	D	0.0457	NA	0.133
590	YCL017C	NFS1	YMR239C	RNT1	C	0.04747	NA	0.0419
591	YCL017C	NFS1	YOR226C	ISU2	D	0.03203	NA	0.2421
592	YCL021W-A		YMR153W	NUP53	C	NA	NA	NA
609	YCL029C	BIK1	YLR385C	SWC7	B	0.03556	NA	0.2659
610	YCL029C	BIK1	YOR269W	PAC1	C	0.32319	NA	0.4101
611	YCL031C	RRP7	YPR040W	TIP41	C	NA	NA	0.3837
613	YCL032W	STE50	YLL049W	LDB18	D	-0.02177	0.165653553	NA
616	YCL033C	MXR2	YDR422C	SIP1	C	0.03637	-0.004249163	NA
617	YCL033C	MXR2	YER180C	ISC10	D	0.04128	0.151968935	NA
618	YCL033C	MXR2	YHR153C	SPO16	D	-0.00888	0.114659982	NA
619	YCL033C	MXR2	YIL008W	URM1	D	0.00777	NA	0.2225
620	YCL033C	MXR2	YJR046W	TAH11	D	0.00955	NA	-0.1126
621	YCL033C	MXR2	YJR070C	LIA1	D	0.05118	-0.188793813	-0.2225
626	YCL040W	GLK1	YDR516C	EMI2	D	0.05019	-0.012234571	NA
629	YCL043C	PDI1	YJL060W	BNA3	D	0.01512	NA	0.2696
630	YCL051W	LRE1	YDR523C	SPS1	D	0.0704	0.315041481	NA
631	YCL051W	LRE1	YML051W	GAL80	D	0.06523	0.087356146	NA
632	YCL051W	LRE1	YML064C	TEM1	D	0.04579	NA	NA
635	YCL055W	KAR4	YGL192W	IME4	D	0.03354	NA	0.0134
636	YCL055W	KAR4	YNL196C	SLZ1	D	0.00573	0.08811679	NA
641	YCL056C	PEX34	YMR256C	COX7	C	0.02292	NA	NA
642	YCL056C	PEX34	YNL100W	MIC27	D	-0.00338	0.044221909	NA
645	YCL057C-A	MIC10	YDL226C	GCS1	D	-0.0115	NA	-0.0628
646	YCL057C-A	MIC10	YGR235C	MIC26	D	NA	NA	0.4487
647	YCL057C-A	MIC10	YLR108C		D	NA	NA	NA
648	YCL057C-A	MIC10	YLR356W	ATG33	D	0.06991	NA	NA
649	YCL057C-A	MIC10	YNL100W	MIC27	D	NA	NA	0.4186
651	YCL059C	KRR1	YML093W	UTP14	C	0.24938	NA	0.6913
654	YCR003W	MRPL32	YML130C	ERO1	B	0.03243	NA	0.0729
662	YCR009C	RVS161	YDR388W	RVS167	D	0.17612	NA	0.3374
665	YCR009C	RVS161	YMR312W	ELP6	C	0.01926	NA	0.0421
668	YCR020C	PET18	YGL119W	COQ8	D	-0.04943	NA	0.2626
670	YCR020C-A	MAK31	YEL053C	MAK10	A	NA	0.456122067	NA
672	YCR020C-A	MAK31	YJR128W		C	-0.00736	-0.021203026	NA
674	YCR020C-A	MAK31	YPL173W	MRPL40	B	NA	NA	NA
675	YCR020W-B	HTL1	YFR004W	RPN11	B	0.0282	NA	NA
676	YCR020W-B	HTL1	YFR037C	RSC8	A	NA	NA	NA
680	YCR024C-A	PMP1	YJR010C-A	SPC1	C	-0.04289	NA	NA
681	YCR024C-A	PMP1	YJR152W	DAL5	D	0.01603	-0.123107069	NA
683	YCR028C-A	RIM1	YNL189W	SRP1	C	0.05855	NA	0.4352
684	YCR035C	RRP43	YGR095C	RRP46	A	NA	NA	0.617
690	YCR051W		YPL220W	RPL1A	C	-0.0757	-0.193122196	NA
693	YCR054C	CTR86	YDL230W	PTP1	D	0.02863	NA	0.0869
694	YCR054C	CTR86	YGR181W	TIM13	C	0.06173	NA	0.1525
696	YCR057C	PWP2	YLR409C	UTP21	A	-0.00269	NA	0.8925
698	YCR059C	YIH1	YHR193C	EGD2	C	0.02706	-0.114305659	0.2961
700	YCR060W	TAH1	YGR237C		C	0.04843	0.101042299	NA
702	YCR060W	TAH1	YKL117W	SBA1	C	-0.00297	-0.147102437	NA
704	YCR063W	BUD31	YGL127C	SOH1	B	NA	NA	0.1059
713	YCR068W	ATG15	YMR153W	NUP53	C	0.00086	-0.179292565	NA
715	YCR068W	ATG15	YNL125C	ESBP6	D	-0.03081	0.008124154	0.4428
718	YCR075W-A	EGO2	YEL020W-A	TIM9	C	NA	NA	NA
719	YCR075W-A	EGO2	YKR007W	MEH1	C	0.23407	NA	NA
720	YCR075W-A	EGO2	YMR213W	CEF1	C	0.05154	NA	NA
732	YCR086W	CSM1	YDR088C	SLU7	C	0.02823	NA	0.2441
733	YCR086W	CSM1	YDR439W	LRS4	A	0.69446	0.486428155	NA
737	YCR086W	CSM1	YFR028C	CDC14	B	0.04869	NA	0.3873
748	YCR086W	CSM1	YOL036W		C	0.02	0.052469387	0.0921
751	YCR086W	CSM1	YPL093W	NOG1	B	-0.00817	NA	0.0804
755	YCR095C	OCA4	YDR067C	OCA6	A	0.33775	0.769846235	0.5193
756	YCR095C	OCA4	YHL029C	OCA5	A	0.24265	0.85319292	0.2958
758	YCR095C	OCA4	YNL189W	SRP1	B	-0.00624	NA	0.0882
759	YCR095W-A		YDL226C	GCS1	D	-0.03685	NA	NA
760	YCR095W-A		YEL009C-A		D	NA	NA	NA
761	YCR099C		YPR017C	DSS4	D	-0.05917	-0.166444616	NA
779	YDL002C	NHP10	YER092W	IES5	A	0.57104	0.715906271	NA
781	YDL002C	NHP10	YLR052W	IES3	A	NA	NA	NA
782	YDL002C	NHP10	YNL084C	END3	B	NA	0.014750651	0.4089
783	YDL002C	NHP10	YOL069W	NUF2	B	-0.08251	NA	0.3592
784	YDL004W	ATP16	YPL271W	ATP15	A	NA	NA	NA
795	YDL013W	SLX5	YDL013W	SLX5	A	NA	NA	NA
796	YDL013W	SLX5	YDR148C	KGD2	B	-0.00489	NA	0.0909
799	YDL013W	SLX5	YJL110C	GZF3	C	0.00927	NA	NA
801	YDL013W	SLX5	YMR111C		C	0.00969	NA	0.604
802	YDL013W	SLX5	YOR285W	RDL1	C	-0.03011	NA	0.0458
803	YDL013W	SLX5	YOR368W	RAD17	B	0.01886	NA	0.2619
804	YDL015C	TSC13	YFR035C		D	0.0097	NA	NA
806	YDL015C	TSC13	YMR153W	NUP53	C	0.01386	NA	NA
807	YDL015C	TSC13	YNR039C	ZRG17	D	-0.01844	NA	0.2564
808	YDL015C	TSC13	YOL110W	SHR5	D	0.03916	NA	0.0438
818	YDL020C	RPN4	YML051W	GAL80	C	-0.02254	NA	0.1275
819	YDL022W	GPD1	YDR142C	PEX7	D	0.04643	0.053646589	0.1741
823	YDL039C	PRM7	YDR373W	FRQ1	D	-0.03872	NA	NA
824	YDL042C	SIR2	YOR279C	RFM1	B	NA	NA	0.2438
825	YDL043C	PRP11	YJL203W	PRP21	A	0.36872	NA	NA
826	YDL043C	PRP11	YLR291C	GCD7	B	-0.03706	NA	0.3444
827	YDL043C	PRP11	YML064C	TEM1	C	-0.01833	NA	0.4468
828	YDL043C	PRP11	YPL173W	MRPL40	B	0.02423	NA	0.2662
829	YDL044C	MTF2	YDL087C	LUC7	C	0.00959	NA	NA
830	YDL044C	MTF2	YDR422C	SIP1	C	0.03181	NA	NA
831	YDL044C	MTF2	YER094C	PUP3	C	0.0176	NA	NA
832	YDL044C	MTF2	YGR048W	UFD1	C	0.03897	NA	NA
833	YDL044C	MTF2	YJR046W	TAH11	D	0.03899	NA	NA
834	YDL044C	MTF2	YKR027W	BCH2	C	-0.00232	NA	NA
835	YDL044C	MTF2	YLR347C	KAP95	C	NA	NA	NA
837	YDL044C	MTF2	YMR055C	BUB2	D	0.01975	NA	NA
838	YDL044C	MTF2	YNL189W	SRP1	C	-0.03241	NA	NA
839	YDL044C	MTF2	YOR023C	AHC1	C	0.00813	NA	NA
841	YDL047W	SIT4	YKL192C	ACP1	C	NA	NA	0.1316
842	YDL049C	KNH1	YDL226C	GCS1	D	0.00429	0.029415053	0.016
843	YDL049C	KNH1	YJR110W	YMR1	D	0.01854	-0.015871527	0.1355
844	YDL049C	KNH1	YNL044W	YIP3	D	0.01154	0.318015482	0.0462
845	YDL049C	KNH1	YNL204C	SPS18	D	NA	0.127353361	NA
846	YDL049C	KNH1	YPL070W	MUK1	C	0.0602	-0.055490905	0.2223
847	YDL053C	PBP4	YER016W	BIM1	D	0.03949	-0.200794318	NA
848	YDL053C	PBP4	YGR178C	PBP1	D	0.1592	0.690179184	NA
849	YDL053C	PBP4	YHR121W	LSM12	D	0.10439	0.520602305	NA
850	YDL053C	PBP4	YIL105W-A		D	NA	NA	NA
855	YDL057W		YLR240W	VPS34	C	NA	NA	0.5504
873	YDL076C	RXT3	YMR168C	CEP3	B	0.00197	NA	0.2727
874	YDL077C	VAM6	YMR231W	PEP5	A	0.16005	NA	0.5732
878	YDL083C	RPS16B	YLR449W	FPR4	B	0.01876	NA	0.6194
880	YDL084W	SUB2	YDR381W	YRA1	A	0.43507	NA	0.2256
885	YDL087C	LUC7	YDL233W	MFG1	C	0.00644	NA	0.3652
886	YDL087C	LUC7	YDR404C	RPB7	B	-0.04791	NA	0.1343
887	YDL087C	LUC7	YHL006C	SHU1	C	0.00552	NA	NA
888	YDL087C	LUC7	YHR033W		C	0.02602	NA	NA
889	YDL087C	LUC7	YJR003C	MRX12	C	-0.01178	NA	NA
890	YDL087C	LUC7	YJR050W	ISY1	B	0.1993	NA	0.3181
891	YDL087C	LUC7	YKL078W	DHR2	C	-0.02759	NA	0.028
892	YDL087C	LUC7	YKL138C-A	HSK3	B	NA	NA	NA
893	YDL087C	LUC7	YLL007C	LMO1	C	-0.02751	NA	0.2589
894	YDL087C	LUC7	YLR291C	GCD7	B	-0.02959	NA	0.0647
895	YDL087C	LUC7	YMR213W	CEF1	B	0.12325	NA	0.3961
896	YDL087C	LUC7	YMR293C	HER2	C	0.06284	NA	0.3285
897	YDL087C	LUC7	YNL086W	SNN1	B	0.02646	NA	NA
898	YDL087C	LUC7	YOL024W		C	0.00014	NA	NA
899	YDL087C	LUC7	YOR060C	SLD7	C	NA	NA	0.5945
900	YDL087C	LUC7	YOR158W	PET123	B	NA	NA	0.2015
901	YDL087C	LUC7	YPL002C	SNF8	B	-0.0914	NA	0.2185
902	YDL087C	LUC7	YPL282C	PAU22	C	0.00935	NA	NA
903	YDL087C	LUC7	YPR083W	MDM36	C	0.01248	NA	0.2801
904	YDL088C	ASM4	YFR002W	NIC96	A	NA	NA	0.505
905	YDL088C	ASM4	YJL117W	PHO86	C	-0.03388	-0.001691576	0.2065
906	YDL088C	ASM4	YJR046W	TAH11	C	0.05679	NA	0.4184
907	YDL088C	ASM4	YLR201C	COQ9	C	-0.02103	0.133495137	0.1379
909	YDL088C	ASM4	YML051W	GAL80	C	0.02081	0.049941499	0.3058
910	YDL088C	ASM4	YML064C	TEM1	C	0.04389	NA	0.3147
911	YDL088C	ASM4	YMR153W	NUP53	A	0.25143	0.025752135	NA
912	YDL088C	ASM4	YPR017C	DSS4	C	0.02562	0.130654633	NA
913	YDL088C	ASM4	YPR054W	SMK1	B	-0.00014	0.06721938	0.2419
916	YDL089W	NUR1	YDR375C	BCS1	D	-0.00624	0.060950231	0.1973
919	YDL089W	NUR1	YNR039C	ZRG17	D	0.01604	0.083883555	0.2353
921	YDL090C	RAM1	YKL019W	RAM2	D	NA	NA	0.345
924	YDL092W	SRP14	YKL122C	SRP21	A	NA	NA	0.5175
925	YDL097C	RPN6	YDL242W		C	-0.04889	NA	NA
926	YDL097C	RPN6	YDR179C	CSN9	B	0.02111	NA	0.1913
928	YDL097C	RPN6	YJR055W	HIT1	C	-0.00537	NA	0.2751
929	YDL097C	RPN6	YKL222C		C	0.05037	NA	-0.0161
930	YDL097C	RPN6	YLR031W		C	-0.03318	NA	NA
931	YDL097C	RPN6	YLR313C	SPH1	B	-0.00266	NA	NA
932	YDL097C	RPN6	YLR315W	NKP2	B	-0.02086	NA	NA
933	YDL097C	RPN6	YLR408C	BLS1	C	0.05592	NA	NA
934	YDL097C	RPN6	YOR158W	PET123	B	NA	NA	0.3807
935	YDL098C	SNU23	YGL016W	KAP122	B	0.02968	NA	0.2745
936	YDL098C	SNU23	YGR075C	PRP38	A	0.20409	NA	0.3215
937	YDL098C	SNU23	YJR046W	TAH11	C	0.00126	NA	0.2239
938	YDL098C	SNU23	YLR291C	GCD7	B	-0.06773	NA	0.2816
939	YDL098C	SNU23	YML064C	TEM1	C	-0.02043	NA	0.1923
940	YDL098C	SNU23	YNL189W	SRP1	B	0.06581	NA	0.2449
941	YDL098C	SNU23	YOR226C	ISU2	C	0.02869	NA	0.1963
942	YDL098C	SNU23	YPL135W	ISU1	C	0.02809	NA	0.2344
971	YDL105W	NSE4	YDR288W	NSE3	A	0.37954	NA	0.1671
976	YDL108W	KIN28	YPR025C	CCL1	A	0.14342	NA	0.4777
977	YDL109C		YEL041W	YEF1	D	0.06462	0.145790867	NA
978	YDL110C	TMA17	YGL048C	RPT6	C	0.05589	NA	0.3904
981	YDL111C	RRP42	YGR158C	MTR3	A	0.39356	NA	0.621
982	YDL111C	RRP42	YGR195W	SKI6	A	0.44631	NA	0.6198
983	YDL113C	ATG20	YGL158W	RCK1	C	0.00598	0.153404989	NA
984	YDL113C	ATG20	YJL036W	SNX4	A	0.03693	-0.002461503	0.7048
985	YDL113C	ATG20	YLL004W	ORC3	B	-0.02029	NA	0.0723
986	YDL113C	ATG20	YNL086W	SNN1	B	0.01572	-0.020623466	NA
988	YDL116W	NUP84	YHR033W		C	0.03705	NA	NA
989	YDL116W	NUP84	YKR082W	NUP133	A	0.17114	NA	0.5666
990	YDL116W	NUP84	YNL258C	DSL1	B	NA	NA	0.548
994	YDL120W	YFH1	YNL204C	SPS18	D	NA	NA	NA
995	YDL125C	HNT1	YDL125C	HNT1	D	NA	NA	NA
997	YDL125C	HNT1	YHR106W	TRR2	D	-0.01134	0.136293904	NA
1004	YDL127W	PCL2	YMR068W	AVO2	B	0.01889	-0.09712108	0.0923
1008	YDL130W-A	STF1	YGR048W	UFD1	B	-0.01644	NA	NA
1009	YDL130W-A	STF1	YML064C	TEM1	C	0.01977	NA	NA
1010	YDL132W	CDC53	YDR328C	SKP1	A	NA	NA	0.3304
1011	YDL132W	CDC53	YLR224W	UCC1	B	0.05122	NA	NA
1015	YDL134C	PPH21	YGR161C	RTS3	B	-0.0058	-0.100869052	NA
1017	YDL134C	PPH21	YJR128W		C	-0.01529	0.036304851	NA
1018	YDL134C	PPH21	YKL156W	RPS27A	B	-0.00409	0.22882474	0.1589
1019	YDL134C	PPH21	YKL192C	ACP1	C	NA	NA	0.2955
1020	YDL134C	PPH21	YMR028W	TAP42	A	0.14272	NA	0.5257
1024	YDL139C	SCM3	YLR288C	MEC3	C	0.02212	NA	0.4594
1029	YDL147W	RPN5	YDR179C	CSN9	B	0.0523	NA	0.3095
1030	YDL147W	RPN5	YDR427W	RPN9	A	NA	NA	0.8004
1032	YDL147W	RPN5	YMR025W	CSI1	B	-0.02029	NA	NA
1039	YDL154W	MSH5	YGR013W	SNU71	C	-0.03681	NA	0.3166
1043	YDL157C		YNL100W	MIC27	D	0.02351	-0.018696025	0.083
1044	YDL159W	STE7	YPL243W	SRP68	B	NA	NA	0.1254
1048	YDL160C-A	MHF2	YDL242W		D	NA	NA	NA
1049	YDL160C-A	MHF2	YIR024C	INA22	D	NA	NA	NA
1050	YDL160C-A	MHF2	YOL086W-A	MHF1	D	-0.01691	NA	NA
1052	YDL161W	ENT1	YOR181W	LAS17	C	-0.00489	NA	0.4719
1060	YDL166C	FAP7	YPL268W	PLC1	D	NA	NA	0.2558
1062	YDL175C	AIR2	YLR291C	GCD7	B	0.03449	NA	0.09
1063	YDL175C	AIR2	YML064C	TEM1	C	-0.01027	NA	0.388
1064	YDL175C	AIR2	YPR120C	CLB5	C	0.00798	-0.009316782	0.328
1065	YDL179W	PCL9	YPL031C	PHO85	B	0.00432	NA	7.00E-04
1066	YDL181W	INH1	YML064C	TEM1	C	0.03031	NA	NA
1067	YDL183C		YML130C	ERO1	C	0.04241	NA	0.139
1069	YDL188C	PPH22	YJR128W		C	0.08628	-0.205053666	NA
1070	YDL188C	PPH22	YKL012W	PRP40	B	0.00365	NA	0.0264
1071	YDL188C	PPH22	YLR392C	ART10	C	-0.00867	-0.078406401	0.1139
1072	YDL188C	PPH22	YMR028W	TAP42	B	0.07861	NA	0.173
1073	YDL188C	PPH22	YPL152W	RRD2	A	0.02419	0.319698677	0.2972
1083	YDL200C	MGT1	YLR048W	RPS0B	C	0.01061	NA	NA
1091	YDL208W	NHP2	YLR175W	CBF5	A	-0.06292	NA	NA
1097	YDL214C	PRR2	YER094C	PUP3	C	-0.04202	NA	NA
1098	YDL214C	PRR2	YGL115W	SNF4	C	-0.01765	0.078926999	NA
1106	YDL226C	GCS1	YDL242W		D	0.01287	-0.008193281	NA
1107	YDL226C	GCS1	YDR281C	PHM6	D	-0.01016	0.061966637	NA
1108	YDL226C	GCS1	YER038W-A	FMP49	D	NA	-0.029966393	NA
1109	YDL226C	GCS1	YER044C	ERG28	D	NA	NA	0.0774
1111	YDL226C	GCS1	YGL161C	YIP5	D	-0.00309	0.055675737	NA
1113	YDL226C	GCS1	YGL209W	MIG2	D	-0.00291	-0.048117965	0.1637
1115	YDL226C	GCS1	YGR235C	MIC26	D	0.03417	-0.187655034	0.1134
1116	YDL226C	GCS1	YHL043W	ECM34	D	0.04059	-0.139910552	NA
1119	YDL226C	GCS1	YML030W	RCF1	D	-0.01277	-0.014640085	0.1053
1120	YDL226C	GCS1	YNL100W	MIC27	D	0.02127	-0.008355488	0.0227
1121	YDL226C	GCS1	YNR061C		D	-0.00906	0.134421285	NA
1123	YDL226C	GCS1	YOR223W	DSC3	D	0.01731	0.062032752	0.0398
1125	YDL226C	GCS1	YPL199C		D	-0.02904	-0.029260564	0.2917
1126	YDL226C	GCS1	YPL222W	FMP40	D	0.00382	0.065503215	-0.1704
1127	YDL226C	GCS1	YPR113W	PIS1	D	NA	NA	0.2683
1129	YDL230W	PTP1	YKL013C	ARC19	C	NA	NA	0.2241
1130	YDL232W	OST4	YER083C	GET2	B	0.01423	NA	NA
1131	YDL233W	MFG1	YDR388W	RVS167	D	-0.01252	NA	0.3802
1132	YDL233W	MFG1	YGR142W	BTN2	D	0.0246	0.206671128	0.317
1159	YDL242W		YGL119W	COQ8	D	NA	NA	NA
1160	YDL242W		YJL036W	SNX4	C	0.01476	-0.016819819	NA
1161	YDL242W		YLR315W	NKP2	C	-0.04299	NA	NA
1162	YDL242W		YNL193W		D	NA	0.092029704	NA
1163	YDL242W		YOL069W	NUF2	C	-0.04099	NA	NA
1164	YDL242W		YPL065W	VPS28	C	NA	-0.106553874	NA
1165	YDL243C	AAD4	YMR102C		D	-0.00553	0.030173511	0.1603
1170	YDR004W	RAD57	YDR076W	RAD55	A	0.45234	0.538834618	NA
1172	YDR006C	SOK1	YGL215W	CLG1	B	0.10788	0.316604883	0.4031
1174	YDR013W	PSF1	YJL072C	PSF2	A	0.34128	NA	0.4936
1175	YDR013W	PSF1	YOR115C	TRS33	B	-0.00954	NA	0.6121
1177	YDR013W	PSF1	YPR175W	DPB2	B	NA	NA	0.4002
1178	YDR014W-A	HED1	YGR042W	MTE1	D	NA	NA	NA
1179	YDR014W-A	HED1	YGR048W	UFD1	C	NA	NA	NA
1183	YDR016C	DAD1	YJR135C	MCM22	B	0.16302	NA	NA
1187	YDR020C	DAS2	YNR012W	URK1	D	0.03869	0.717284454	0.6046
1188	YDR022C	ATG31	YLR423C	ATG17	A	-0.03608	NA	NA
1199	YDR044W	HEM13	YDR077W	SED1	D	-0.01982	NA	NA
1200	YDR044W	HEM13	YIR018W	YAP5	D	0.00243	NA	NA
1203	YDR045C	RPC11	YIL152W		C	0.00901	NA	NA
1204	YDR045C	RPC11	YJR128W		C	-0.05215	NA	NA
1210	YDR059C	UBC5	YER068W	MOT2	B	NA	NA	0.052
1214	YDR067C	OCA6	YLR291C	GCD7	B	0.09323	NA	0.0595
1215	YDR067C	OCA6	YML064C	TEM1	C	-0.00565	NA	0.1189
1216	YDR067C	OCA6	YNL189W	SRP1	B	-0.0126	NA	0.1488
1217	YDR067C	OCA6	YOR185C	GSP2	B	0.02031	-0.176365591	0.1775
1218	YDR067C	OCA6	YPL070W	MUK1	B	-0.0111	0.097323869	0.4874
1220	YDR071C	PAA1	YER089C	PTC2	D	0.05738	0.231753387	0.0333
1221	YDR071C	PAA1	YGR205W	TDA10	D	0.0213	-0.118239912	0.1123
1224	YDR075W	PPH3	YKL192C	ACP1	C	NA	NA	-0.1383
1225	YDR075W	PPH3	YPR040W	TIP41	C	0.1365	0.14414661	0.2873
1227	YDR076W	RAD55	YIL132C	CSM2	C	0.09113	0.346667737	NA
1228	YDR076W	RAD55	YLR078C	BOS1	C	-0.0172	NA	NA
1229	YDR078C	SHU2	YHL006C	SHU1	D	0.09106	0.727147742	NA
1232	YDR078C	SHU2	YML051W	GAL80	D	-0.1054	0.161158292	0.0697
1233	YDR079C-A	TFB5	YLR292C	SEC72	B	0.02715	NA	0.4098
1234	YDR079C-A	TFB5	YLR433C	CNA1	B	0.05684	NA	0.0025
1235	YDR079C-A	TFB5	YPL122C	TFB2	A	0.04066	NA	0.0406
