orf_name_a	gene_name_a	orf_name_b	gene_name_b	Uetz-screen	Ito-core	CCSB-YI1	YeRI	Zone	GI_PCC	CS_PCC	GE_PCC
YGR120C	COG2	YIL144W	NDC80	False	False	True	False	B	0.02826		0.271
YGR120C	COG2	YLR291C	GCD7	False	False	True	False	B	-0.02157		0.315
YGR120C	COG2	YLR423C	ATG17	True	True	False	False	B	-0.05904		0.295
YGR120C	COG2	YMR025W	CSI1	False	True	False	False	B	-0.00071		
YGR120C	COG2	YNL086W	SNN1	False	True	True	False	B	0.02226		
YGR120C	COG2	YOR158W	PET123	False	False	True	False	B			0.2715
YGR120C	COG2	YOR353C	SOG2	True	False	False	False	B	-0.0345		0.3002
YGR120C	COG2	YPL077C		False	False	True	False	C	0.02109		
YGR120C	COG2	YPR105C	COG4	True	True	False	False	A	0.2593		0.491
YGR120C	COG2	YPR185W	ATG13	True	False	False	False	B	-0.03159		0.1463
YGR120C	COG2	YPR191W	QCR2	False	False	True	False	B	0.00985		0.0591
YGR121C	MEP1	YIR038C	GTT1	False	True	True	False	D	0.09156	0.24563556571769976	0.1422
YGR122W		YLR025W	SNF7	True	True	False	False	B	0.24169	0.47738717198980773	0.2318
YGR122W		YML099C	ARG81	False	False	True	False	C	0.00252	-0.02793437527538923	0.3031
YGR122W		YMR077C	VPS20	False	False	False	True	B	0.38137	0.47919776507246753	0.2866
YGR123C	PPT1	YKL117W	SBA1	False	False	True	False	D	0.00022	0.05663890365647486	-0.0705
YGR125W		YMR024W	MRPL3	False	False	True	False	C			0.1662
YGR128C	UTP8	YNL086W	SNN1	False	False	False	True	B	0.02187		
YGR128C	UTP8	YPL126W	NAN1	False	False	False	True	A			0.85
YGR129W	SYF2	YJR003C	MRX12	False	False	False	True	C	0.0759	0.21652169119830222	
YGR129W	SYF2	YMR213W	CEF1	False	False	False	True	A	0.20142		0.4092
YGR130C		YGR233C	PHO81	False	False	True	False	C	0.01424	0.20970190041111253	0.1812
YGR130C		YPL094C	SEC62	False	False	True	False	C	0.05797		0.0234
YGR133W	PEX4	YGR235C	MIC26	False	False	False	True	D	-0.00628	-0.2491002368005545	0.1297
YGR133W	PEX4	YNL100W	MIC27	False	False	False	True	D	0.0331	0.11513622141652408	0.105
YGR134W	CAF130	YJR011C		False	False	True	False	C	0.05877	0.0951714323923093	
YGR136W	LSB1	YNL189W	SRP1	False	True	False	False	C	0.04519		0.1819
YGR136W	LSB1	YOR181W	LAS17	False	True	False	False	C	-0.05439		0.3569
YGR142W	BTN2	YJR127C	RSF2	False	False	True	False	D	0.04196	-0.2169255043403849	
YGR142W	BTN2	YJR128W		False	False	False	True	D	-0.0035	-0.1486703588324614	
YGR142W	BTN2	YLR351C	NIT3	False	False	False	True	D	0.01405	0.2713645667981727	-0.1729
YGR142W	BTN2	YLR424W	SPP382	False	False	True	False	C	0.02478		0.1223
YGR142W	BTN2	YMR021C	MAC1	False	False	True	False	D	0.00705		0.0354
YGR142W	BTN2	YMR075W	RCO1	False	False	False	True	C	-0.03468	-0.010412177607756692	0.1802
YGR142W	BTN2	YMR213W	CEF1	False	False	False	True	C	-0.00159		0.1402
YGR142W	BTN2	YNL055C	POR1	False	False	False	True	D	-0.00646		0.0637
YGR142W	BTN2	YOR217W	RFC1	False	False	False	True	C	-0.02293		0.0165
YGR143W	SKN1	YOL002C	IZH2	False	False	False	True	D	0.05454	0.020403417919280242	0.2598
YGR144W	THI4	YGR144W	THI4	True	True	True	False	D			
YGR144W	THI4	YIL051C	MMF1	False	False	True	False	D			
YGR144W	THI4	YLR291C	GCD7	False	False	True	False	C	-0.01872		-0.0657
YGR144W	THI4	YNL189W	SRP1	False	True	True	False	C	0.06317		0.09
YGR146C	ECL1	YLR291C	GCD7	False	False	False	True	C	0.02099		
YGR146C	ECL1	YML051W	GAL80	False	False	True	True	D	0.02949	0.09218372241747963	
YGR146C	ECL1	YOR368W	RAD17	False	False	False	True	C	0.01398	0.31919003829089826	
YGR146C	ECL1	YPL070W	MUK1	False	False	False	True	C	0.08663	0.05523175862802429	
YGR148C	RPL24B	YKR048C	NAP1	False	False	False	True	B	-0.00238	0.018244173191672236	0.3291
YGR149W	GPC1	YNL181W	PBR1	False	False	True	False	D	0.00681		
YGR153W		YML088W	UFO1	False	False	False	True	C	0.02383	0.07976946937548221	
YGR158C	MTR3	YGR195W	SKI6	False	False	False	True	A	0.31379		0.6812
YGR158C	MTR3	YIL092W		False	False	False	True	C	0.03171		
YGR158C	MTR3	YJR046W	TAH11	False	False	False	True	C	0.05021		0.222
YGR158C	MTR3	YKL204W	EAP1	False	False	False	True	B	-0.02614		0.1362
YGR158C	MTR3	YLR345W		True	True	True	True	C	0.01541		-0.2924
YGR158C	MTR3	YNL232W	CSL4	False	False	False	True	A	0.4768		0.5727
YGR158C	MTR3	YOR158W	PET123	False	False	False	True	B			0.03
YGR158C	MTR3	YOR259C	RPT4	False	False	False	True	B	0.00337		0.2665
YGR158C	MTR3	YPL173W	MRPL40	False	False	False	True	B	0.05835		0.2402
YGR161W-C		YLR335W	NUP2	False	False	False	True	C	0.02642		
YGR163W	GTR2	YKR007W	MEH1	False	True	False	False	A	0.31747	0.8403671536967514	
YGR168C		YGR168C		False	False	False	True	D			
YGR168C		YGR177C	ATF2	False	False	False	True	D	0.03408	0.24842605048052546	
YGR168C		YGR183C	QCR9	False	False	False	True	C	0.0417	0.09859620956312296	
YGR168C		YIL065C	FIS1	False	False	False	True	D	0.01387	0.06969434193615955	
YGR168C		YJL136C	RPS21B	False	False	False	True	C			
YGR168C		YJL147C	MRX5	False	False	False	True	D		0.03860575082299072	
YGR168C		YJL185C	ATG36	False	False	False	True	D		0.08569356572496842	
YGR168C		YJL205C	NCE101	False	False	False	True	D		0.22714211612252583	
YGR168C		YKL018C-A		False	False	False	True	D	0.00527		
YGR168C		YKR057W	RPS21A	False	False	False	True	C	0.10688		
YGR168C		YMR115W	MGR3	False	False	False	True	C		0.06103462082348508	
YGR168C		YNL093W	YPT53	False	False	False	True	D		0.06286036068839188	
YGR168C		YNL131W	TOM22	False	False	False	True	C			
YGR168C		YOL147C	PEX11	False	False	False	True	D		-0.1968485498311924	
YGR168C		YOR089C	VPS21	False	False	False	True	D	0.05706	-0.012852143283567393	
YGR168C		YOR368W	RAD17	False	False	False	True	C	0.00508	0.09250441580194228	
YGR168C		YPL112C	PEX25	False	False	False	True	D	0.01574	0.0698355452811685	
YGR168C		YPR128C	ANT1	False	False	False	True	D		0.2161368581233954	
YGR172C	YIP1	YNL263C	YIF1	False	True	False	False	D			0.5077
YGR172C	YIP1	YPL095C	EEB1	False	True	False	False	D	0.04331		0.0157
YGR177C	ATF2	YML011C	RAD33	False	False	True	False	D	-0.02038	0.04849878818504841	0.1016
YGR177C	ATF2	YMR071C	TVP18	False	False	True	False	D	0.04295	-0.00876238778363492	0.1336
YGR177C	ATF2	YNL044W	YIP3	False	False	True	False	D	-0.01878	-0.15306619196869792	0.2773
YGR177C	ATF2	YNL263C	YIF1	False	False	True	False	D			0.2147
YGR178C	PBP1	YGR218W	CRM1	False	True	False	False	C	0.09617		0.6142
YGR178C	PBP1	YHR121W	LSM12	False	True	True	True	D	0.16278	0.42866189411942446	0.2121
YGR178C	PBP1	YIL105W-A		False	False	False	True	D			
YGR178C	PBP1	YNR014W		False	False	True	False	D	0.01848	-0.03198291906792254	
YGR179C	OKP1	YJL036W	SNX4	False	False	False	True	B	0.0054		0.4014
YGR179C	OKP1	YLR315W	NKP2	False	False	True	False	A	0.10026		
YGR180C	RNR4	YOR229W	WTM2	False	False	True	False	C	-0.0113		
YGR180C	RNR4	YOR230W	WTM1	False	False	True	False	A	-0.02103		
YGR181W	TIM13	YHR033W		False	False	False	True	C	0.0128	0.21881105038364343	
YGR185C	TYS1	YPL013C	MRPS16	False	True	False	False	C	0.00676		-0.0979
YGR188C	BUB1	YOR026W	BUB3	False	True	True	False	A	0.53186		0.4603
YGR192C	TDH3	YNL189W	SRP1	False	True	False	False	B	0.00176		0.2885
YGR193C	PDX1	YLR288C	MEC3	False	False	False	True	B	-0.02002	-0.0221777884913826	0.3702
YGR195W	SKI6	YHR069C	RRP4	False	False	False	True	A	0.30606		0.5462
YGR195W	SKI6	YKR034W	DAL80	False	False	True	False	C	-0.03615		-0.255
YGR195W	SKI6	YML064C	TEM1	False	False	False	True	C	-0.08997		0.2711
YGR195W	SKI6	YOL021C	DIS3	False	False	True	False	A	0.32037		0.6377
YGR195W	SKI6	YPR045C	THP3	False	False	False	True	C	0.04359		0.0225
YGR198W	YPP1	YKL204W	EAP1	False	False	False	True	C	-0.03225		0.1306
YGR198W	YPP1	YLR264W	RPS28B	False	False	False	True	C	-0.00097		0.1991
YGR198W	YPP1	YLR281C		False	False	False	True	D	0.0369		-0.1767
YGR203W	YCH1	YIL119C	RPI1	False	False	True	False	D	0.00284	0.03263699585251992	
YGR203W	YCH1	YKL171W	NNK1	False	False	True	False	D	-0.01762	0.15103785477524811	0.0376
YGR203W	YCH1	YLR397C	AFG2	False	False	True	False	D	0.01908		0.2126
YGR203W	YCH1	YNL314W	DAL82	False	False	True	False	D	0.07413	0.15062315726690825	
YGR205W	TDA10	YMR315W		False	False	True	True	D	0.0226	-0.01990818464709004	0.2307
YGR207C	CIR1	YPR004C	AIM45	False	False	False	True	D	-0.00167	0.054730958691784966	0.5767
YGR209C	TRX2	YKL069W		False	False	True	False	D	-0.02529	0.14220793054927894	0.2473
YGR210C		YNL072W	RNH201	False	False	False	True	C	-0.00941	0.12445900144978117	0.365
YGR211W	ZPR1	YOR117W	RPT5	False	False	True	False	C	-0.02973		0.335
YGR213C	RTA1	YHR134W	WSS1	True	False	False	False	D	0.03534	-0.09654835108002344	0.2121
YGR214W	RPS0A	YKR057W	RPS21A	False	False	False	True	A	0.32522		0.7983
YGR214W	RPS0A	YOR158W	PET123	False	False	False	True	B		0.10215175989172783	-0.012
YGR215W	RSM27	YJL124C	LSM1	False	False	False	True	B	0.00688		0.3754
YGR218W	CRM1	YKL143W	LTV1	False	True	False	False	B			0.165
YGR218W	CRM1	YML007W	YAP1	False	True	False	False	C	-0.01319		0.4408
YGR218W	CRM1	YMR047C	NUP116	False	False	True	False	B			0.5533
YGR218W	CRM1	YMR124W	EPO1	False	True	False	False	C	0.0305		0.2354
YGR218W	CRM1	YOL149W	DCP1	False	True	False	False	B			0.1431
YGR222W	PET54	YHL003C	LAG1	False	False	False	True	D	0.04652	-0.11629310137264201	0.215
YGR222W	PET54	YPR159W	KRE6	False	False	False	True	D			-0.0324
YGR223C	HSV2	YOR089C	VPS21	False	True	False	False	D	0.02218	-0.08740529625369194	0.518
YGR229C	SMI1	YKR099W	BAS1	True	False	False	False	D	0.00484	0.004421895030697289	0.3369
YGR233C	PHO81	YJL025W	RRN7	False	False	True	False	B	-0.02099		0.1772
YGR233C	PHO81	YML014W	TRM9	False	False	True	False	C		0.25813790910226775	0.0655
YGR233C	PHO81	YOL145C	CTR9	False	False	True	False	B			
YGR233C	PHO81	YPL031C	PHO85	False	False	True	False	A			0.0956
YGR233C	PHO81	YPR049C	ATG11	False	False	True	False	B		-0.03808579126342277	0.2484
YGR235C	MIC26	YIL065C	FIS1	False	False	False	True	D	0.04625	-0.24005646507638365	0.5223
YGR235C	MIC26	YJL112W	MDV1	False	False	False	True	D	0.08563	0.07301156297428962	0.4807
YGR235C	MIC26	YJL136C	RPS21B	False	False	False	True	C	0.04073		0.0121
YGR235C	MIC26	YJL185C	ATG36	False	False	False	True	D	0.0056	-0.31846804409623086	
YGR235C	MIC26	YKL018C-A		False	False	False	True	D			
YGR235C	MIC26	YML030W	RCF1	False	False	False	True	D	0.00062	-0.03986712082034182	0.4943
YGR235C	MIC26	YML051W	GAL80	False	False	False	True	D	-0.06334	0.007744569925104307	0.1429
YGR235C	MIC26	YML064C	TEM1	False	False	False	True	D	0.00686		-0.0154
YGR235C	MIC26	YNL189W	SRP1	False	False	False	True	C	-0.05248		0.3313
YGR235C	MIC26	YOL147C	PEX11	False	False	False	True	D	-0.04112	-0.027926845439395057	0.3159
YGR235C	MIC26	YOR089C	VPS21	False	False	False	True	D	-0.00026	-0.26729041289033756	0.567
YGR235C	MIC26	YOR368W	RAD17	False	False	False	True	C	0.03969	-0.2092664364307085	0.3063
YGR235C	MIC26	YPL112C	PEX25	False	False	False	True	D	0.0547	0.2655285691884673	0.2933
YGR235C	MIC26	YPR128C	ANT1	False	False	False	True	D	0.02149	0.3095164887924526	0.2802
YGR238C	KEL2	YHR158C	KEL1	False	False	True	False	A	0.05387	0.11418946972737765	
YGR238C	KEL2	YNL182C	IPI3	False	False	False	True	B	0.01358		0.1481
YGR239C	PEX21	YIL160C	POT1	False	False	False	True	D	0.00106	0.10963525308553182	0.1756
YGR239C	PEX21	YLR291C	GCD7	False	False	False	True	C	-0.06484		0.0042
YGR239C	PEX21	YML051W	GAL80	False	False	False	True	D	-0.02051	0.06394073959828726	0.001
YGR239C	PEX21	YMR267W	PPA2	False	True	True	True	D	-0.05059		0.0595
YGR240C	PFK1	YGR240C	PFK1	False	False	True	False	D			
YGR240C	PFK1	YMR205C	PFK2	False	False	True	False	D			0.8254
YGR241C	YAP1802	YIL095W	PRK1	False	False	True	False	D	-0.06962	0.22121641459637675	0.4541
YGR241C	YAP1802	YNL020C	ARK1	False	True	False	False	D	0.07689	-0.01803857837762257	
YGR241C	YAP1802	YPL077C		False	False	True	False	D	-0.05219	-0.12102578154316071	
YGR247W	CPD1	YKR034W	DAL80	False	False	True	False	D	0.00301	0.0006382362405600554	0.0263
YGR247W	CPD1	YOR327C	SNC2	False	True	False	False	D	0.04985	-0.06740759941406876	0.1325
YGR249W	MGA1	YML088W	UFO1	False	False	False	True	C	0.02742	-0.2619574452967538	
YGR250C	RIE1	YIR001C	SGN1	True	False	True	False	D	0.06814	0.04356378109614819	0.2457
YGR250C	RIE1	YJR128W		False	False	False	True	D	0.07709	-0.13356895963851373	
YGR250C	RIE1	YPL178W	CBC2	False	False	True	False	C	-0.01803	-0.2964252568969724	0.0201
YGR253C	PUP2	YPR185W	ATG13	True	False	False	False	B	0.03832		0.2375
YGR261C	APL6	YLR423C	ATG17	False	False	True	False	B	-0.04228		0.281
YGR261C	APL6	YNL164C	IBD2	False	False	False	True	C	-0.00607		0.0785
YGR261C	APL6	YNL199C	GCR2	False	False	True	False	C	0.03677		0.0444
YGR261C	APL6	YOR284W	HUA2	False	False	True	False	C	0.00937	0.03762802660671782	
YGR261C	APL6	YOR380W	RDR1	False	False	True	False	C	-0.02594	0.07658949628973548	
YGR262C	BUD32	YKR038C	KAE1	False	False	False	True	A	-0.02946		0.551
YGR262C	BUD32	YNL153C	GIM3	False	False	False	True	B	0.04698		0.4626
YGR263C	SAY1	YMR070W	MOT3	False	False	True	False	D	-0.00147	0.1159147203535309	
YGR267C	FOL2	YGR267C	FOL2	True	True	False	False	D			
YGR267C	FOL2	YLR132C	USB1	False	False	True	False	D			
YGR267C	FOL2	YLR291C	GCD7	False	False	True	False	C			0.2243
YGR267C	FOL2	YMR308C	PSE1	False	False	True	False	C			0.1862
YGR267C	FOL2	YNL189W	SRP1	False	True	True	False	C			0.4374
YGR268C	HUA1	YGR268C	HUA1	False	True	True	False	D			
YGR268C	HUA1	YHL002W	HSE1	False	False	False	True	D	-0.04464	-0.10318468286710568	0.4204
YGR268C	HUA1	YHR016C	YSC84	True	False	False	False	D	0.04617	0.08496896897566342	0.4952
YGR268C	HUA1	YJR128W		False	False	False	True	D	-0.02532	0.04669468963413225	
YGR268C	HUA1	YLL039C	UBI4	False	False	False	True	D	0.01149	0.04986782518582004	0.4349
YGR268C	HUA1	YLR206W	ENT2	False	False	True	False	D	0.01543	-0.16537991745016786	0.377
YGR268C	HUA1	YML097C	VPS9	False	False	False	True	D	0.00988	-0.1666552198748752	-0.0442
YGR268C	HUA1	YMR137C	PSO2	False	False	False	True	D	-0.00438	-0.03820347085017833	0.1714
YGR268C	HUA1	YOR042W	CUE5	False	False	True	False	D	0.06163	-0.1399933498816825	0.514
YGR268C	HUA1	YOR124C	UBP2	False	True	True	False	C	-0.00609	0.04715106129152766	0.2293
YGR268C	HUA1	YOR138C	RUP1	True	False	False	False	C	0.00052	-0.01357954130344514	0.3523
YGR268C	HUA1	YPL002C	SNF8	False	False	False	True	C	-0.00366	0.09571076676866157	0.3378
YGR268C	HUA1	YPL049C	DIG1	False	False	True	False	C	0.09101	0.06920372495983253	
YGR280C	PXR1	YKR092C	SRP40	False	False	False	True	D			0.6658
YGR280C	PXR1	YLL004W	ORC3	False	False	False	True	C			0.2992
YGR280C	PXR1	YLR197W	NOP56	False	False	False	True	C			0.6184
YGR280C	PXR1	YPL222W	FMP40	False	False	False	True	D			-0.1829
YGR286C	BIO2	YMR070W	MOT3	False	False	True	False	D	0.0136	0.020465322745319637	-0.0096
YGR286C	BIO2	YNL189W	SRP1	False	False	False	True	C	0.02747		0.1362
YGR294W	PAU12	YHL018W		True	False	False	False	D	-0.01792		
YHL002W	HSE1	YNR006W	VPS27	True	True	False	False	D	0.15154	0.48272855457462777	0.5531
YHL003C	LAG1	YJL183W	MNN11	False	False	True	False	C	0.05956		
YHL003C	LAG1	YKL008C	LAC1	False	True	False	False	D	-0.0588	0.13366940571403615	0.3535
YHL003C	LAG1	YMR298W	LIP1	False	True	True	False	D	0.10765		0.1939
YHL003C	LAG1	YOR223W	DSC3	False	False	True	False	D		0.14562689976663679	-0.012
YHL003C	LAG1	YPL094C	SEC62	False	False	True	False	C	0.03623		0.3323
YHL004W	MRP4	YHR033W		False	False	False	True	C			
YHL004W	MRP4	YIL103W	DPH1	False	False	False	True	B			0.1333
YHL004W	MRP4	YIR010W	DSN1	False	False	False	True	B			0.2017
YHL004W	MRP4	YJL112W	MDV1	False	False	True	False	C			0.3499
YHL004W	MRP4	YLR102C	APC9	False	False	False	True	B			
YHL004W	MRP4	YLR385C	SWC7	False	False	False	True	B			0.1125
YHL004W	MRP4	YLR423C	ATG17	False	True	True	False	B			0.0688
YHL004W	MRP4	YML088W	UFO1	False	False	False	True	B			0.1564
YHL004W	MRP4	YML121W	GTR1	False	False	False	True	B			0.223
YHL004W	MRP4	YMR232W	FUS2	False	False	False	True	C			-0.0124
YHL004W	MRP4	YNL086W	SNN1	False	False	False	True	B			
YHL004W	MRP4	YOR158W	PET123	False	False	False	True	A			0.522
YHL004W	MRP4	YOR284W	HUA2	False	False	True	False	C			
YHL004W	MRP4	YPL173W	MRPL40	False	False	False	True	B			0.6695
YHL004W	MRP4	YPL255W	BBP1	False	True	False	False	B			0.2235
YHL006C	SHU1	YIL132C	CSM2	False	False	False	True	D	0.07895	0.6834748075454674	
YHL006C	SHU1	YIL152W		False	False	False	True	D	0.03398	0.2613627147978405	
YHL006C	SHU1	YJR141W	IPA1	False	False	False	True	D	-0.07371		
YHL006C	SHU1	YKL183W	LOT5	False	False	False	True	D	0.00108	-0.003210949348617371	
YHL006C	SHU1	YKR083C	DAD2	False	False	False	True	C	0.0407		
YHL006C	SHU1	YLR046C		True	False	False	False	D	-0.00959		
YHL006C	SHU1	YLR376C	PSY3	False	False	True	False	D	0.01555	0.663644258531992	
YHL006C	SHU1	YML064C	TEM1	False	False	False	True	D	0.01961		
YHL006C	SHU1	YNL021W	HDA1	True	False	False	False	C	-0.00192		
YHL009C	YAP3	YLR291C	GCD7	False	False	True	False	C	-0.00703		
YHL009C	YAP3	YMR314W	PRE5	False	False	True	False	C			
YHL009C	YAP3	YNL189W	SRP1	True	False	False	False	C	-0.04412		
YHL010C	ETP1	YHL010C	ETP1	False	False	False	True	D			
YHL011C	PRS3	YKL181W	PRS1	False	True	True	False	D			0.8075
YHL012W		YML051W	GAL80	False	False	True	True	D	0.01843	0.004490904006985823	
YHL018W		YHL018W		True	True	True	False	D			
YHL018W		YLR291C	GCD7	False	False	True	False	C	-0.0117		
YHL018W		YMR111C		False	False	True	False	D	-0.05134		
YHL018W		YNL113W	RPC19	False	False	True	False	C	-0.02774		
YHL018W		YNL189W	SRP1	False	True	False	False	C	-0.01223		
YHL018W		YNL288W	CAF40	False	False	True	False	C	-0.02502		
YHL018W		YOL054W	PSH1	False	False	True	False	C	0.01887		
YHL018W		YPL070W	MUK1	False	False	True	False	C	-0.04092		
YHL019C	APM2	YKL135C	APL2	True	True	False	False	A	0.02368	0.4208263036762181	0.463
YHL019C	APM2	YPR029C	APL4	False	True	False	False	A	0.08568	0.5642764847442672	0.2806
YHL021C	AIM17	YOR210W	RPB10	False	False	False	True	C	0.01689		-0.3615
YHL025W	SNF6	YLR438W	CAR2	True	False	False	False	C	-0.00729		
YHL027W	RIM101	YJL056C	ZAP1	True	False	False	False	C	-0.00029		0.4675
YHL027W	RIM101	YOR275C	RIM20	False	False	False	True	A	0.49711	0.8908742395135615	0.423
YHL029C	OCA5	YNL099C	OCA1	False	False	False	True	A	0.16864	0.7121583920219504	0.2193
YHL031C	GOS1	YPL094C	SEC62	False	False	True	False	C	0.02017		0.1979
YHL033C	RPL8A	YML029W	USA1	False	False	True	False	B	0.03007	-0.10865095324231051	0.0938
YHL039W	EFM1	YMR111C		False	False	True	False	D	-0.00973	0.07037316000177753	0.0949
YHL042W		YOR127W	RGA1	True	False	False	False	C	-0.00723	-0.04106843049691978	
YHL046C	PAU13	YOR355W	GDS1	True	False	False	False	D	0.03881	-0.08867403412826283	
YHL048W	COS8	YNL125C	ESBP6	False	False	False	True	D	0.03023		0.0728
YHR005C	GPA1	YOR212W	STE4	False	True	False	False	A			0.7675
YHR008C	SOD2	YHR008C	SOD2	False	False	False	True	D			
YHR008C	SOD2	YJR011C		False	False	False	True	D	0.02207		
YHR008C	SOD2	YLR291C	GCD7	False	False	False	True	C	0.02115		-0.1469
YHR008C	SOD2	YMR239C	RNT1	False	False	False	True	C	0.03122		-0.258
YHR008C	SOD2	YMR308C	PSE1	False	False	False	True	C	-0.05572		-0.2105
YHR008C	SOD2	YNL189W	SRP1	False	False	False	True	C	0.01419		0.0175
YHR008C	SOD2	YOR185C	GSP2	False	False	False	True	C	-0.05829		0.556
YHR008C	SOD2	YPL070W	MUK1	False	False	False	True	C	0.0073		0.2282
YHR009C	TDA3	YOR359W	VTS1	False	True	False	False	D	-0.0363	-0.29104667802827633	0.0939
YHR014W	SPO13	YHR185C	PFS1	True	False	False	False	D	0.01218	0.05837575228355778	
YHR015W	MIP6	YOR157C	PUP1	False	False	False	True	B	0.00647		
YHR016C	YSC84	YLR243W	GPN3	True	False	False	False	D	0.00258		-0.3435
YHR016C	YSC84	YMR255W	GFD1	True	False	False	False	C	-0.0155	0.12344518219229235	
YHR022C		YML046W	PRP39	False	False	False	True	C	-0.05935		-0.0183
YHR022C		YOR032C	HMS1	False	False	True	False	C	-0.03877	-0.009095064272570712	
YHR025W	THR1	YHR025W	THR1	False	True	True	False	D			
YHR025W	THR1	YML064C	TEM1	False	True	False	False	D			0.2474
YHR025W	THR1	YNL078W	NIS1	False	False	False	True	D		0.022184826852479377	0.0937
YHR025W	THR1	YNL189W	SRP1	False	True	True	False	C			0.3105
YHR026W	VMA16	YIR038C	GTT1	False	False	True	False	C			-0.0596
YHR026W	VMA16	YJR091C	JSN1	False	True	False	False	C			0.0999
YHR030C	SLT2	YPL140C	MKK2	True	False	False	False	A	0.06313	0.39121662939817964	0.2251
YHR033W		YHR033W		False	False	False	True	D			
YHR033W		YML064C	TEM1	False	False	False	True	D	0.04123		
YHR033W		YNL189W	SRP1	False	False	False	True	C	-0.04388		
YHR033W		YOR368W	RAD17	False	False	False	True	C	0.00985	-0.03403693021535597	
YHR033W		YPL018W	CTF19	False	False	False	True	C	-0.03062	-0.1381918506761273	
YHR034C	PIH1	YOR279C	RFM1	False	False	False	True	B	0.0023		0.3493
YHR035W	NEL1	YPR119W	CLB2	True	False	False	False	D	-0.03357	0.22552840581840164	0.1981
YHR036W	BRL1	YJL183W	MNN11	False	False	True	False	C	0.02259		
YHR036W	BRL1	YMR153W	NUP53	False	False	False	True	C	0.02564		
YHR036W	BRL1	YNR026C	SEC12	False	False	False	True	D	0.00439		
YHR050W	SMF2	YIL089W		False	False	False	True	D	0.00274		
YHR051W	COX6	YIL111W	COX5B	False	False	False	True	A	0.0083		
YHR051W	COX6	YMR153W	NUP53	False	False	False	True	B	-0.03302		
YHR057C	CPR2	YJR091C	JSN1	True	False	False	False	D	0.01557	-0.18121421815536923	0.1296
YHR057C	CPR2	YMR214W	SCJ1	False	False	False	True	D	-0.02293	-0.05808250052025697	0.172
YHR057C	CPR2	YNL232W	CSL4	False	False	False	True	C	-0.01791		0.0435
YHR060W	VMA22	YKL119C	VPH2	False	False	False	True	C			0.488
YHR060W	VMA22	YLR447C	VMA6	True	True	True	False	C	0.30854		0.2326
YHR060W	VMA22	YPL019C	VTC3	True	False	False	False	C	0.03245		
YHR060W	VMA22	YPR105C	COG4	True	False	False	False	C	0.0439		0.2233
YHR066W	SSF1	YPR143W	RRP15	False	False	True	False	D	0.2192		0.754
YHR067W	HTD2	YKL192C	ACP1	False	False	False	True	D			0.0255
YHR067W	HTD2	YML064C	TEM1	False	False	False	True	D	0.0444		0.311
YHR068W	DYS1	YHR068W	DYS1	False	False	True	False	D			
YHR068W	DYS1	YJR047C	ANB1	False	False	True	False	D	0.06263		0.3811
YHR068W	DYS1	YPL070W	MUK1	False	False	True	False	C	0.0553		-0.1187
YHR072W-A	NOP10	YLR175W	CBF5	False	False	False	True	A	-0.03814		0.5406
YHR072W-A	NOP10	YNL124W	NAF1	False	False	True	False	C	-0.01944		0.2203
YHR072W-A	NOP10	YPL208W	RKM1	False	False	True	False	B	0.03289		0.1085
YHR074W	QNS1	YHR074W	QNS1	False	True	True	False	D			
YHR075C	PPE1	YJR003C	MRX12	False	False	False	True	C	0.04195	0.05383525125949855	
YHR076W	PTC7	YMR079W	SEC14	False	False	True	False	D	0.02852		
YHR076W	PTC7	YPR159W	KRE6	False	False	False	True	D			
YHR084W	STE12	YPL049C	DIG1	False	False	True	False	A			
YHR089C	GAR1	YLR175W	CBF5	False	False	False	True	A	-0.05812		0.8784
YHR090C	YNG2	YNL086W	SNN1	False	False	False	True	B			
YHR091C	MSR1	YOL088C	MPD2	True	False	False	False	D			
YHR096C	HXT5	YIR038C	GTT1	False	False	True	False	D	0.00574	0.3232064241346238	0.5303
YHR098C	SFB3	YJR048W	CYC1	False	True	False	False	C	0.0945		-0.0336
YHR098C	SFB3	YPR181C	SEC23	False	False	True	False	A	0.16137		0.6108
YHR102W	KIC1	YKL189W	HYM1	False	True	True	False	A			0.2655
YHR102W	KIC1	YOR353C	SOG2	False	True	True	False	A			0.3467
YHR105W	YPT35	YLR183C	TOS4	False	False	False	True	D	0.06334	0.08177034153717956	
YHR105W	YPT35	YNL044W	YIP3	False	False	True	False	D	-0.01611	0.13918936314608965	
YHR107C	CDC12	YJR076C	CDC11	False	True	True	False	A	0.23742		0.557
YHR109W	CTM1	YKL029C	MAE1	False	False	False	True	C	-0.01021	0.018994642965203232	0.0943
YHR111W	UBA4	YHR111W	UBA4	True	False	True	False	D			
YHR111W	UBA4	YIL008W	URM1	True	True	True	False	D	0.56073		0.0724
YHR111W	UBA4	YLR291C	GCD7	False	False	True	False	C	0.04471		0.1495
YHR111W	UBA4	YML110C	COQ5	False	False	True	False	D	-0.00216		0.044
YHR111W	UBA4	YPL070W	MUK1	False	False	True	False	C	0.02604	-0.08351517256719693	0.4025
YHR112C		YHR112C		False	False	True	False	D			
YHR112C		YLR291C	GCD7	False	False	True	False	C	0.05255		-0.0583
YHR112C		YNL189W	SRP1	False	False	True	False	C	0.00076		0.2784
YHR113W	APE4	YHR113W	APE4	False	True	True	False	D			
YHR113W	APE4	YJL030W	MAD2	False	False	True	False	C	-0.06812	0.06247697167424165	0.1495
